componente,unidade,Valor por 100g,codigo_alimento,nome_alimento
Energia,kJ,143,BRC1132B,Nome não encontrado
Energia,kcal,34,BRC1132B,Nome não encontrado
Umidade,g,"88,4",BRC1132B,Nome não encontrado
Carboidrato total,g,"8,38",BRC1132B,Nome não encontrado
Carboidrato disponível,g,"4,83",BRC1132B,Nome não encontrado
Proteína,g,"1,42",BRC1132B,Nome não encontrado
Lipídios,g,"0,23",BRC1132B,Nome não encontrado
Fibra alimentar,g,"3,55",BRC1132B,Nome não encontrado
Álcool,g,"0,00",BRC1132B,Nome não encontrado
Cinzas,g,"1,52",BRC1132B,Nome não encontrado
Colesterol,mg,"0,00",BRC1132B,Nome não encontrado
Ácidos graxos saturados,g,"0,10",BRC1132B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,08",BRC1132B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,19",BRC1132B,Nome não encontrado
Ácidos graxos trans,g,"0,00",BRC1132B,Nome não encontrado
Cálcio,mg,"56,2",BRC1132B,Nome não encontrado
Ferro,mg,"0,84",BRC1132B,Nome não encontrado
Sódio,mg,127,BRC1132B,Nome não encontrado
Magnésio,mg,"19,5",BRC1132B,Nome não encontrado
Fósforo,mg,"57,3",BRC1132B,Nome não encontrado
Potássio,mg,474,BRC1132B,Nome não encontrado
Manganês,mg,"0,22",BRC1132B,Nome não encontrado
Zinco,mg,"0,23",BRC1132B,Nome não encontrado
Cobre,mg,"0,08",BRC1132B,Nome não encontrado
Selênio,mcg,"0,00",BRC1132B,Nome não encontrado
Vitamina A (RE),mcg,"0,00",BRC1132B,Nome não encontrado
Vitamina A (RAE),mcg,"49,5",BRC1132B,Nome não encontrado
Vitamina D,mcg,"0,00",BRC1132B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,67",BRC1132B,Nome não encontrado
Tiamina,mg,"0,01",BRC1132B,Nome não encontrado
Riboflavina,mg,"0,04",BRC1132B,Nome não encontrado
Niacina,mg,"0,70",BRC1132B,Nome não encontrado
Vitamina B6,mg,"0,05",BRC1132B,Nome não encontrado
Vitamina B12,mcg,"0,00",BRC1132B,Nome não encontrado
Vitamina C,mg,"11,7",BRC1132B,Nome não encontrado
Equivalente de folato,mcg,"31,0",BRC1132B,Nome não encontrado
Sal de adição,g,"0,00",BRC1132B,Nome não encontrado
Açúcar de adição,g,"0,32",BRC1132B,Nome não encontrado
Gordura de adição,g,-,BRC1132B,Nome não encontrado
Proteína vegetal,g,-,BRC1132B,Nome não encontrado
Proteína animal,g,-,BRC1132B,Nome não encontrado
