componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (80 g),codigo_alimento,nome_alimento
Energia,kJ,766,613,BRC0192C,Nome não encontrado
Energia,kcal,181,144,BRC0192C,Nome não encontrado
Umidade,g,"53,5","42,8",BRC0192C,Nome não encontrado
Carboidrato total,g,"44,6","35,7",BRC0192C,Nome não encontrado
Carboidrato disponível,g,"42,9","34,4",BRC0192C,Nome não encontrado
Proteína,g,"1,04","0,83",BRC0192C,Nome não encontrado
Lipídios,g,"0,15","0,12",BRC0192C,Nome não encontrado
Fibra alimentar,g,"1,68","1,34",BRC0192C,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0192C,Nome não encontrado
Cinzas,g,"0,70","0,56",BRC0192C,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0192C,Nome não encontrado
Ácidos graxos saturados,g,"0,05","0,04",BRC0192C,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,00","0,00",BRC0192C,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,00","0,00",BRC0192C,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0192C,Nome não encontrado
Cálcio,mg,"14,5","11,6",BRC0192C,Nome não encontrado
Ferro,mg,"0,79","0,63",BRC0192C,Nome não encontrado
Sódio,mg,"3,11","2,49",BRC0192C,Nome não encontrado
Magnésio,mg,"30,0","24,0",BRC0192C,Nome não encontrado
Fósforo,mg,"20,4","16,3",BRC0192C,Nome não encontrado
Potássio,mg,278,222,BRC0192C,Nome não encontrado
Manganês,mg,"0,89","0,71",BRC0192C,Nome não encontrado
Zinco,mg,"0,17","0,13",BRC0192C,Nome não encontrado
Cobre,mg,"0,07","0,05",BRC0192C,Nome não encontrado
Selênio,mcg,"0,10","0,08",BRC0192C,Nome não encontrado
Vitamina A (RE),mcg,"14,4","11,5",BRC0192C,Nome não encontrado
Vitamina A (RAE),mcg,"7,20","5,76",BRC0192C,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0192C,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,04","0,04",BRC0192C,Nome não encontrado
Tiamina,mg,traços,traços,BRC0192C,Nome não encontrado
Riboflavina,mg,"0,01","0,01",BRC0192C,Nome não encontrado
Niacina,mg,traços,traços,BRC0192C,Nome não encontrado
Vitamina B6,mg,"0,08","0,07",BRC0192C,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0192C,Nome não encontrado
Vitamina C,mg,"5,90","4,72",BRC0192C,Nome não encontrado
Equivalente de folato,mcg,"8,63","6,90",BRC0192C,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0192C,Nome não encontrado
Açúcar de adição,g,"25,0","20,0",BRC0192C,Nome não encontrado
Gordura de adição,g,-,-,BRC0192C,Nome não encontrado
Proteína vegetal,g,-,-,BRC0192C,Nome não encontrado
Proteína animal,g,-,-,BRC0192C,Nome não encontrado
