componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (135 g),codigo_alimento,nome_alimento
Energia,kJ,171,230,BRC0032C,Nome não encontrado
Energia,kcal,40,54,BRC0032C,Nome não encontrado
Umidade,g,"89,2",120,BRC0032C,Nome não encontrado
Carboidrato total,g,"9,54","12,9",BRC0032C,Nome não encontrado
Carboidrato disponível,g,"8,60","11,6",BRC0032C,Nome não encontrado
Proteína,g,"0,85","1,14",BRC0032C,Nome não encontrado
Lipídios,g,"0,07","0,10",BRC0032C,Nome não encontrado
Fibra alimentar,g,"0,94","1,27",BRC0032C,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0032C,Nome não encontrado
Cinzas,g,"0,31","0,42",BRC0032C,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0032C,Nome não encontrado
Ácidos graxos saturados,g,traços,traços,BRC0032C,Nome não encontrado
Ácidos graxos monoinsaturados,g,traços,traços,BRC0032C,Nome não encontrado
Ácidos graxos poliinsaturados,g,traços,traços,BRC0032C,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0032C,Nome não encontrado
Cálcio,mg,"12,9","17,4",BRC0032C,Nome não encontrado
Ferro,mg,"0,11","0,15",BRC0032C,Nome não encontrado
Sódio,mg,traços,traços,BRC0032C,Nome não encontrado
Magnésio,mg,"7,73","10,4",BRC0032C,Nome não encontrado
Fósforo,mg,"12,5","16,8",BRC0032C,Nome não encontrado
Potássio,mg,131,177,BRC0032C,Nome não encontrado
Manganês,mg,"0,04","0,05",BRC0032C,Nome não encontrado
Zinco,mg,traços,traços,BRC0032C,Nome não encontrado
Cobre,mg,"0,03","0,04",BRC0032C,Nome não encontrado
Selênio,mcg,traços,traços,BRC0032C,Nome não encontrado
Vitamina A (RE),mcg,"49,3","66,5",BRC0032C,Nome não encontrado
Vitamina A (RAE),mcg,"24,6","33,2",BRC0032C,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0032C,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,05","0,06",BRC0032C,Nome não encontrado
Tiamina,mg,"0,06","0,08",BRC0032C,Nome não encontrado
Riboflavina,mg,"0,02","0,03",BRC0032C,Nome não encontrado
Niacina,mg,traços,traços,BRC0032C,Nome não encontrado
Vitamina B6,mg,"0,02","0,03",BRC0032C,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0032C,Nome não encontrado
Vitamina C,mg,"48,8","65,9",BRC0032C,Nome não encontrado
Equivalente de folato,mcg,"11,6","15,7",BRC0032C,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0032C,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0032C,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0032C,Nome não encontrado
Proteína vegetal,g,"0,85","1,14",BRC0032C,Nome não encontrado
Proteína animal,g,"0,00","0,00",BRC0032C,Nome não encontrado
