componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (80 g),codigo_alimento,nome_alimento
Energia,kJ,450,359,BRC0009E,Nome não encontrado
Energia,kcal,106,85,BRC0009E,Nome não encontrado
Umidade,g,"74,2","59,4",BRC0009E,Nome não encontrado
Carboidrato total,g,"7,70","6,16",BRC0009E,Nome não encontrado
Carboidrato disponível,g,"7,70","6,16",BRC0009E,Nome não encontrado
Proteína,g,"14,4","11,5",BRC0009E,Nome não encontrado
Lipídios,g,"2,00","1,60",BRC0009E,Nome não encontrado
Fibra alimentar,g,"0,00","0,00",BRC0009E,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0009E,Nome não encontrado
Cinzas,g,"1,70","1,36",BRC0009E,Nome não encontrado
Colesterol,mg,323,258,BRC0009E,Nome não encontrado
Ácidos graxos saturados,g,"0,52","0,42",BRC0009E,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,16","0,12",BRC0009E,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,76","0,61",BRC0009E,Nome não encontrado
Ácidos graxos trans,g,,,BRC0009E,Nome não encontrado
Cálcio,mg,"38,5","30,8",BRC0009E,Nome não encontrado
Ferro,mg,"0,82","0,66",BRC0009E,Nome não encontrado
Sódio,mg,"52,9","42,3",BRC0009E,Nome não encontrado
Magnésio,mg,"39,7","31,8",BRC0009E,Nome não encontrado
Fósforo,mg,265,212,BRC0009E,Nome não encontrado
Potássio,mg,295,236,BRC0009E,Nome não encontrado
Manganês,mg,"0,04","0,03",BRC0009E,Nome não encontrado
Zinco,mg,"1,84","1,47",BRC0009E,Nome não encontrado
Cobre,mg,"2,27","1,82",BRC0009E,Nome não encontrado
Selênio,mcg,,,BRC0009E,Nome não encontrado
Vitamina A (RE),mcg,,,BRC0009E,Nome não encontrado
Vitamina A (RAE),mcg,"14,5","11,6",BRC0009E,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0009E,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,74","1,39",BRC0009E,Nome não encontrado
Tiamina,mg,"0,02","0,02",BRC0009E,Nome não encontrado
Riboflavina,mg,"0,50","0,40",BRC0009E,Nome não encontrado
Niacina,mg,"2,62","2,09",BRC0009E,Nome não encontrado
Vitamina B6,mg,"0,07","0,05",BRC0009E,Nome não encontrado
Vitamina B12,mcg,"1,56","1,25",BRC0009E,Nome não encontrado
Vitamina C,mg,"5,65","4,52",BRC0009E,Nome não encontrado
Equivalente de folato,mcg,"6,01","4,81",BRC0009E,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0009E,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0009E,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0009E,Nome não encontrado
Proteína vegetal,g,"0,00","0,00",BRC0009E,Nome não encontrado
Proteína animal,g,"14,4","11,5",BRC0009E,Nome não encontrado
