componente,unidade,Valor por 100g,Porção Média (70 g),codigo_alimento,nome_alimento
Energia,kJ,218,152,BRC0378B,Nome não encontrado
Energia,kcal,53,36,BRC0378B,Nome não encontrado
Umidade,g,"89,9","62,9",BRC0378B,Nome não encontrado
Carboidrato total,g,"4,51","3,15",BRC0378B,Nome não encontrado
Carboidrato disponível,g,"2,80","1,96",BRC0378B,Nome não encontrado
Proteína,g,"1,24","0,87",BRC0378B,Nome não encontrado
Lipídios,g,"3,68","2,58",BRC0378B,Nome não encontrado
Fibra alimentar,g,"1,72","1,21",BRC0378B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0378B,Nome não encontrado
Cinzas,g,"0,68","0,48",BRC0378B,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0378B,Nome não encontrado
Ácidos graxos saturados,g,"0,60","0,42",BRC0378B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"2,59","1,82",BRC0378B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,46","0,32",BRC0378B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0378B,Nome não encontrado
Cálcio,mg,"25,8","18,1",BRC0378B,Nome não encontrado
Ferro,mg,"0,55","0,38",BRC0378B,Nome não encontrado
Sódio,mg,"59,2","41,4",BRC0378B,Nome não encontrado
Magnésio,mg,"11,2","7,81",BRC0378B,Nome não encontrado
Fósforo,mg,"26,9","18,8",BRC0378B,Nome não encontrado
Potássio,mg,239,167,BRC0378B,Nome não encontrado
Manganês,mg,"0,24","0,17",BRC0378B,Nome não encontrado
Zinco,mg,"0,25","0,17",BRC0378B,Nome não encontrado
Cobre,mg,"0,06","0,04",BRC0378B,Nome não encontrado
Selênio,mcg,"0,19","0,13",BRC0378B,Nome não encontrado
Vitamina A (RE),mcg,187,131,BRC0378B,Nome não encontrado
Vitamina A (RAE),mcg,"93,6","65,5",BRC0378B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0378B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,93","0,65",BRC0378B,Nome não encontrado
Tiamina,mg,"0,09","0,06",BRC0378B,Nome não encontrado
Riboflavina,mg,"0,05","0,03",BRC0378B,Nome não encontrado
Niacina,mg,"0,28","0,20",BRC0378B,Nome não encontrado
Vitamina B6,mg,"0,08","0,06",BRC0378B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0378B,Nome não encontrado
Vitamina C,mg,"16,5","11,5",BRC0378B,Nome não encontrado
Equivalente de folato,mcg,"24,4","17,1",BRC0378B,Nome não encontrado
Sal de adição,g,"0,32","0,22",BRC0378B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0378B,Nome não encontrado
Gordura de adição,g,-,-,BRC0378B,Nome não encontrado
Proteína vegetal,g,-,-,BRC0378B,Nome não encontrado
Proteína animal,g,-,-,BRC0378B,Nome não encontrado
