componente,unidade,Valor por 100g,Colher servir cheia (55 g),codigo_alimento,nome_alimento
Energia,kJ,419,230,BRC0209N,Nome não encontrado
Energia,kcal,100,55,BRC0209N,Nome não encontrado
Umidade,g,"79,4","43,7",BRC0209N,Nome não encontrado
Carboidrato total,g,"9,81","5,39",BRC0209N,Nome não encontrado
Carboidrato disponível,g,"7,16","3,94",BRC0209N,Nome não encontrado
Proteína,g,"5,26","2,89",BRC0209N,Nome não encontrado
Lipídios,g,"5,06","2,78",BRC0209N,Nome não encontrado
Fibra alimentar,g,"2,65","1,45",BRC0209N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0209N,Nome não encontrado
Cinzas,g,"0,53","0,29",BRC0209N,Nome não encontrado
Colesterol,mg,"99,4","54,7",BRC0209N,Nome não encontrado
Ácidos graxos saturados,g,"1,15","0,63",BRC0209N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"2,56","1,41",BRC0209N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,89","0,49",BRC0209N,Nome não encontrado
Ácidos graxos trans,g,"0,01","0,01",BRC0209N,Nome não encontrado
Cálcio,mg,"23,9","13,2",BRC0209N,Nome não encontrado
Ferro,mg,"0,90","0,49",BRC0209N,Nome não encontrado
Sódio,mg,"36,0","19,8",BRC0209N,Nome não encontrado
Magnésio,mg,"19,0","10,5",BRC0209N,Nome não encontrado
Fósforo,mg,"85,1","46,8",BRC0209N,Nome não encontrado
Potássio,mg,148,"81,7",BRC0209N,Nome não encontrado
Manganês,mg,"0,14","0,08",BRC0209N,Nome não encontrado
Zinco,mg,"0,61","0,34",BRC0209N,Nome não encontrado
Cobre,mg,"0,09","0,05",BRC0209N,Nome não encontrado
Selênio,mcg,"4,41","2,42",BRC0209N,Nome não encontrado
Vitamina A (RE),mcg,"15,0","8,23",BRC0209N,Nome não encontrado
Vitamina A (RAE),mcg,"7,67","4,22",BRC0209N,Nome não encontrado
Vitamina D,mcg,"0,49","0,27",BRC0209N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,64","0,35",BRC0209N,Nome não encontrado
Tiamina,mg,"0,04","0,02",BRC0209N,Nome não encontrado
Riboflavina,mg,"0,07","0,04",BRC0209N,Nome não encontrado
Niacina,mg,"0,24","0,13",BRC0209N,Nome não encontrado
Vitamina B6,mg,"0,01","0,01",BRC0209N,Nome não encontrado
Vitamina B12,mcg,"0,25","0,14",BRC0209N,Nome não encontrado
Vitamina C,mg,"0,43","0,23",BRC0209N,Nome não encontrado
Equivalente de folato,mcg,"52,8","29,0",BRC0209N,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0209N,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0209N,Nome não encontrado
Gordura de adição,g,-,-,BRC0209N,Nome não encontrado
Proteína vegetal,g,-,-,BRC0209N,Nome não encontrado
Proteína animal,g,-,-,BRC0209N,Nome não encontrado
