componente,unidade,Valor por 100g,Colher sopa cheia (31 g),Colher sopa rasa (16 g),codigo_alimento,nome_alimento
Energia,kJ,548,169,87,BRC0028T,Nome não encontrado
Energia,kcal,130,40,20,BRC0028T,Nome não encontrado
Umidade,g,"63,1","19,6","10,1",BRC0028T,Nome não encontrado
Carboidrato total,g,"25,1","7,78","4,02",BRC0028T,Nome não encontrado
Carboidrato disponível,g,"18,8","5,83","3,01",BRC0028T,Nome não encontrado
Proteína,g,"9,73","3,02","1,56",BRC0028T,Nome não encontrado
Lipídios,g,"0,35","0,11","0,06",BRC0028T,Nome não encontrado
Fibra alimentar,g,"6,30","1,95","1,01",BRC0028T,Nome não encontrado
Álcool,g,,,,BRC0028T,Nome não encontrado
Cinzas,g,"1,70","0,53","0,27",BRC0028T,Nome não encontrado
Colesterol,mg,,,,BRC0028T,Nome não encontrado
Ácidos graxos saturados,g,"0,09","0,03","0,01",BRC0028T,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,03","0,01","0,00",BRC0028T,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,15","0,05","0,02",BRC0028T,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00","0,00",BRC0028T,Nome não encontrado
Cálcio,mg,"90,0","27,9","14,4",BRC0028T,Nome não encontrado
Ferro,mg,"3,70","1,15","0,59",BRC0028T,Nome não encontrado
Sódio,mg,"6,00","1,86","0,96",BRC0028T,Nome não encontrado
Magnésio,mg,"63,0","19,5","10,1",BRC0028T,Nome não encontrado
Fósforo,mg,113,"35,0","18,1",BRC0028T,Nome não encontrado
Potássio,mg,561,173,"89,8",BRC0028T,Nome não encontrado
Manganês,mg,,,,BRC0028T,Nome não encontrado
Zinco,mg,"2,66","0,83","0,43",BRC0028T,Nome não encontrado
Cobre,mg,"0,80","0,25","0,13",BRC0028T,Nome não encontrado
Selênio,mcg,,,,BRC0028T,Nome não encontrado
Vitamina A (RE),mcg,"0,00","0,00","0,00",BRC0028T,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00","0,00",BRC0028T,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0028T,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,94","0,29","0,15",BRC0028T,Nome não encontrado
Tiamina,mg,"0,12","0,04","0,02",BRC0028T,Nome não encontrado
Riboflavina,mg,"0,05","0,01","0,01",BRC0028T,Nome não encontrado
Niacina,mg,"0,14","0,04","0,02",BRC0028T,Nome não encontrado
Vitamina B6,mg,"0,09","0,03","0,01",BRC0028T,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0028T,Nome não encontrado
Vitamina C,mg,"0,00","0,00","0,00",BRC0028T,Nome não encontrado
Equivalente de folato,mcg,"81,0","25,1","13,0",BRC0028T,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0028T,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0028T,Nome não encontrado
Gordura de adição,g,"0,00","0,00","0,00",BRC0028T,Nome não encontrado
Proteína vegetal,g,"9,73","3,02","1,56",BRC0028T,Nome não encontrado
Proteína animal,g,"0,00","0,00","0,00",BRC0028T,Nome não encontrado
