componente,unidade,Valor por 100g,Colher sopa cheia (20 g),codigo_alimento,nome_alimento
Energia,kJ,1587,317,BRC0108A,Nome não encontrado
Energia,kcal,374,74,BRC0108A,Nome não encontrado
Umidade,g,"5,22","1,04",BRC0108A,Nome não encontrado
Carboidrato total,g,"78,6","15,7",BRC0108A,Nome não encontrado
Carboidrato disponível,g,"73,8","14,8",BRC0108A,Nome não encontrado
Proteína,g,"12,9","2,58",BRC0108A,Nome não encontrado
Lipídios,g,"2,00","0,40",BRC0108A,Nome não encontrado
Fibra alimentar,g,"4,80","0,96",BRC0108A,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0108A,Nome não encontrado
Cinzas,g,"1,26","0,25",BRC0108A,Nome não encontrado
Colesterol,mg,,,BRC0108A,Nome não encontrado
Ácidos graxos saturados,g,"0,60","0,12",BRC0108A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,40","0,08",BRC0108A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,80","0,16",BRC0108A,Nome não encontrado
Ácidos graxos trans,g,"0,04","0,01",BRC0108A,Nome não encontrado
Cálcio,mg,"37,1","7,42",BRC0108A,Nome não encontrado
Ferro,mg,"7,08","1,42",BRC0108A,Nome não encontrado
Sódio,mg,349,"69,9",BRC0108A,Nome não encontrado
Magnésio,mg,"59,8","12,0",BRC0108A,Nome não encontrado
Fósforo,mg,204,"41,0",BRC0108A,Nome não encontrado
Potássio,mg,222,"44,6",BRC0108A,Nome não encontrado
Manganês,mg,"0,00","0,00",BRC0108A,Nome não encontrado
Zinco,mg,"1,76","0,35",BRC0108A,Nome não encontrado
Cobre,mg,"0,00","0,00",BRC0108A,Nome não encontrado
Selênio,mcg,,,BRC0108A,Nome não encontrado
Vitamina A (RE),mcg,"0,00","0,00",BRC0108A,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00",BRC0108A,Nome não encontrado
Vitamina D,mcg,,,BRC0108A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,48","0,10",BRC0108A,Nome não encontrado
Tiamina,mg,"0,27","0,05",BRC0108A,Nome não encontrado
Riboflavina,mg,traços,traços,BRC0108A,Nome não encontrado
Niacina,mg,traços,traços,BRC0108A,Nome não encontrado
Vitamina B6,mg,"0,10","0,02",BRC0108A,Nome não encontrado
Vitamina B12,mcg,,,BRC0108A,Nome não encontrado
Vitamina C,mg,traços,traços,BRC0108A,Nome não encontrado
Equivalente de folato,mcg,,,BRC0108A,Nome não encontrado
Sal de adição,g,,,BRC0108A,Nome não encontrado
Açúcar de adição,g,,,BRC0108A,Nome não encontrado
Gordura de adição,g,,,BRC0108A,Nome não encontrado
Proteína vegetal,g,,,BRC0108A,Nome não encontrado
Proteína animal,g,,,BRC0108A,Nome não encontrado
