componente,unidade,Valor por 100g,Colher sopa cheia (12 g),codigo_alimento,nome_alimento
Energia,kJ,87,10,BRC0987B,Nome não encontrado
Energia,kcal,21,2,BRC0987B,Nome não encontrado
Umidade,g,"93,8","11,3",BRC0987B,Nome não encontrado
Carboidrato total,g,"3,04","0,36",BRC0987B,Nome não encontrado
Carboidrato disponível,g,"0,96","0,11",BRC0987B,Nome não encontrado
Proteína,g,"1,11","0,13",BRC0987B,Nome não encontrado
Lipídios,g,"0,95","0,11",BRC0987B,Nome não encontrado
Fibra alimentar,g,"2,08","0,25",BRC0987B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0987B,Nome não encontrado
Cinzas,g,"1,10","0,13",BRC0987B,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0987B,Nome não encontrado
Ácidos graxos saturados,g,"0,15","0,02",BRC0987B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,61","0,07",BRC0987B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,14","0,02",BRC0987B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0987B,Nome não encontrado
Cálcio,mg,"45,0","5,40",BRC0987B,Nome não encontrado
Ferro,mg,"0,48","0,06",BRC0987B,Nome não encontrado
Sódio,mg,142,"17,1",BRC0987B,Nome não encontrado
Magnésio,mg,"14,8","1,78",BRC0987B,Nome não encontrado
Fósforo,mg,"14,0","1,69",BRC0987B,Nome não encontrado
Potássio,mg,495,"59,4",BRC0987B,Nome não encontrado
Manganês,mg,"0,23","0,03",BRC0987B,Nome não encontrado
Zinco,mg,"0,20","0,02",BRC0987B,Nome não encontrado
Cobre,mg,"0,05","0,01",BRC0987B,Nome não encontrado
Selênio,mcg,"0,16","0,02",BRC0987B,Nome não encontrado
Vitamina A (RE),mcg,149,"18,0",BRC0987B,Nome não encontrado
Vitamina A (RAE),mcg,"74,8","8,98",BRC0987B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0987B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,45","0,05",BRC0987B,Nome não encontrado
Tiamina,mg,"0,03","0,00",BRC0987B,Nome não encontrado
Riboflavina,mg,"0,10","0,01",BRC0987B,Nome não encontrado
Niacina,mg,"0,62","0,07",BRC0987B,Nome não encontrado
Vitamina B6,mg,"0,01","0,00",BRC0987B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0987B,Nome não encontrado
Vitamina C,mg,"6,81","0,82",BRC0987B,Nome não encontrado
Equivalente de folato,mcg,102,"12,2",BRC0987B,Nome não encontrado
Sal de adição,g,"0,32","0,04",BRC0987B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0987B,Nome não encontrado
Gordura de adição,g,-,-,BRC0987B,Nome não encontrado
Proteína vegetal,g,-,-,BRC0987B,Nome não encontrado
Proteína animal,g,-,-,BRC0987B,Nome não encontrado
