componente,unidade,Valor por 100g,Colher sopa cheia (25 g),Colher sopa rasa (18 g),codigo_alimento,nome_alimento
Energia,kJ,249,62,44,BRC0481B,Nome não encontrado
Energia,kcal,59,14,10,BRC0481B,Nome não encontrado
Umidade,g,"84,8","21,2","15,3",BRC0481B,Nome não encontrado
Carboidrato total,g,"10,5","2,61","1,88",BRC0481B,Nome não encontrado
Carboidrato disponível,g,"7,22","1,80","1,30",BRC0481B,Nome não encontrado
Proteína,g,"2,18","0,55","0,39",BRC0481B,Nome não encontrado
Lipídios,g,"1,71","0,43","0,31",BRC0481B,Nome não encontrado
Fibra alimentar,g,"3,23","0,81","0,58",BRC0481B,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0481B,Nome não encontrado
Cinzas,g,"0,88","0,22","0,16",BRC0481B,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0481B,Nome não encontrado
Ácidos graxos saturados,g,"0,28","0,07","0,05",BRC0481B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,29","0,07","0,05",BRC0481B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,86","0,22","0,16",BRC0481B,Nome não encontrado
Ácidos graxos trans,g,,,,BRC0481B,Nome não encontrado
Cálcio,mg,"15,6","3,90","2,81",BRC0481B,Nome não encontrado
Ferro,mg,"0,73","0,18","0,13",BRC0481B,Nome não encontrado
Sódio,mg,"0,10","0,02","0,02",BRC0481B,Nome não encontrado
Magnésio,mg,"20,3","5,06","3,65",BRC0481B,Nome não encontrado
Fósforo,mg,"40,0","10,00","7,20",BRC0481B,Nome não encontrado
Potássio,mg,389,"97,3","70,1",BRC0481B,Nome não encontrado
Manganês,mg,"0,19","0,05","0,03",BRC0481B,Nome não encontrado
Zinco,mg,"0,33","0,08","0,06",BRC0481B,Nome não encontrado
Cobre,mg,"0,11","0,03","0,02",BRC0481B,Nome não encontrado
Selênio,mcg,"0,40","0,10","0,07",BRC0481B,Nome não encontrado
Vitamina A (RE),mcg,"74,9","18,7","13,5",BRC0481B,Nome não encontrado
Vitamina A (RAE),mcg,"37,4","9,36","6,74",BRC0481B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0481B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"2,25","0,56","0,40",BRC0481B,Nome não encontrado
Tiamina,mg,"0,05","0,01","0,01",BRC0481B,Nome não encontrado
Riboflavina,mg,"0,05","0,01","0,01",BRC0481B,Nome não encontrado
Niacina,mg,traços,traços,traços,BRC0481B,Nome não encontrado
Vitamina B6,mg,"0,06","0,01","0,01",BRC0481B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0481B,Nome não encontrado
Vitamina C,mg,227,"56,8","40,9",BRC0481B,Nome não encontrado
Equivalente de folato,mcg,"35,0","8,75","6,30",BRC0481B,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0481B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0481B,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0481B,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0481B,Nome não encontrado
Proteína animal,g,-,-,-,BRC0481B,Nome não encontrado
