componente,unidade,Valor por 100g,Copo americano duplo (240 mL),Copo americano pequeno (165 mL),codigo_alimento,nome_alimento
Energia,kJ,270,647,444,BRC0120C,Nome não encontrado
Energia,kcal,64,152,104,BRC0120C,Nome não encontrado
Umidade,g,"83,1",199,137,BRC0120C,Nome não encontrado
Carboidrato total,g,"15,7","37,6","25,9",BRC0120C,Nome não encontrado
Carboidrato disponível,g,"14,4","34,6","23,8",BRC0120C,Nome não encontrado
Proteína,g,"0,56","1,34","0,92",BRC0120C,Nome não encontrado
Lipídios,g,"0,14","0,32","0,22",BRC0120C,Nome não encontrado
Fibra alimentar,g,"1,26","3,03","2,08",BRC0120C,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0120C,Nome não encontrado
Cinzas,g,"0,45","1,08","0,74",BRC0120C,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0120C,Nome não encontrado
Ácidos graxos saturados,g,"0,02","0,04","0,03",BRC0120C,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,01","0,02","0,02",BRC0120C,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,05","0,12","0,08",BRC0120C,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00","0,00",BRC0120C,Nome não encontrado
Cálcio,mg,"10,5","25,1","17,3",BRC0120C,Nome não encontrado
Ferro,mg,"0,26","0,62","0,43",BRC0120C,Nome não encontrado
Sódio,mg,"5,18","12,4","8,55",BRC0120C,Nome não encontrado
Magnésio,mg,"8,30","19,9","13,7",BRC0120C,Nome não encontrado
Fósforo,mg,"11,6","27,9","19,2",BRC0120C,Nome não encontrado
Potássio,mg,132,317,218,BRC0120C,Nome não encontrado
Manganês,mg,"0,30","0,73","0,50",BRC0120C,Nome não encontrado
Zinco,mg,"0,13","0,31","0,22",BRC0120C,Nome não encontrado
Cobre,mg,"0,05","0,11","0,08",BRC0120C,Nome não encontrado
Selênio,mcg,"0,33","0,78","0,54",BRC0120C,Nome não encontrado
Vitamina A (RE),mcg,234,563,387,BRC0120C,Nome não encontrado
Vitamina A (RAE),mcg,117,281,193,BRC0120C,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0120C,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,19","0,47","0,32",BRC0120C,Nome não encontrado
Tiamina,mg,"0,03","0,07","0,05",BRC0120C,Nome não encontrado
Riboflavina,mg,traços,traços,traços,BRC0120C,Nome não encontrado
Niacina,mg,traços,traços,traços,BRC0120C,Nome não encontrado
Vitamina B6,mg,"0,02","0,06","0,04",BRC0120C,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0120C,Nome não encontrado
Vitamina C,mg,"7,95","19,1","13,1",BRC0120C,Nome não encontrado
Equivalente de folato,mcg,"8,29","19,9","13,7",BRC0120C,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0120C,Nome não encontrado
Açúcar de adição,g,"5,00","12,0","8,25",BRC0120C,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0120C,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0120C,Nome não encontrado
Proteína animal,g,-,-,-,BRC0120C,Nome não encontrado
