componente,unidade,Valor por 100g,Porção Média (100 g),codigo_alimento,nome_alimento
Energia,kJ,950,950,BRC0492A,Nome não encontrado
Energia,kcal,226,226,BRC0492A,Nome não encontrado
Umidade,g,"50,2","50,2",BRC0492A,Nome não encontrado
Carboidrato total,g,"27,8","27,8",BRC0492A,Nome não encontrado
Carboidrato disponível,g,"26,5","26,5",BRC0492A,Nome não encontrado
Proteína,g,"12,6","12,6",BRC0492A,Nome não encontrado
Lipídios,g,"7,49","7,49",BRC0492A,Nome não encontrado
Fibra alimentar,g,"1,34","1,34",BRC0492A,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0492A,Nome não encontrado
Cinzas,g,"1,85","1,85",BRC0492A,Nome não encontrado
Colesterol,mg,"24,4","24,4",BRC0492A,Nome não encontrado
Ácidos graxos saturados,g,"1,35","1,35",BRC0492A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,93","1,93",BRC0492A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"3,44","3,44",BRC0492A,Nome não encontrado
Ácidos graxos trans,g,"0,13","0,13",BRC0492A,Nome não encontrado
Cálcio,mg,"52,7","52,7",BRC0492A,Nome não encontrado
Ferro,mg,"2,10","2,10",BRC0492A,Nome não encontrado
Sódio,mg,696,696,BRC0492A,Nome não encontrado
Magnésio,mg,"35,5","35,5",BRC0492A,Nome não encontrado
Fósforo,mg,138,138,BRC0492A,Nome não encontrado
Potássio,mg,211,211,BRC0492A,Nome não encontrado
Manganês,mg,"0,71","0,71",BRC0492A,Nome não encontrado
Zinco,mg,"0,88","0,88",BRC0492A,Nome não encontrado
Cobre,mg,"0,08","0,08",BRC0492A,Nome não encontrado
Selênio,mcg,"2,75","2,75",BRC0492A,Nome não encontrado
Vitamina A (RE),mcg,"1,71","1,71",BRC0492A,Nome não encontrado
Vitamina A (RAE),mcg,"1,65","1,65",BRC0492A,Nome não encontrado
Vitamina D,mcg,"0,16","0,16",BRC0492A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,37","0,37",BRC0492A,Nome não encontrado
Tiamina,mg,"0,04","0,04",BRC0492A,Nome não encontrado
Riboflavina,mg,"0,04","0,04",BRC0492A,Nome não encontrado
Niacina,mg,"0,95","0,95",BRC0492A,Nome não encontrado
Vitamina B6,mg,"0,07","0,07",BRC0492A,Nome não encontrado
Vitamina B12,mcg,"0,49","0,49",BRC0492A,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0492A,Nome não encontrado
Equivalente de folato,mcg,"67,9","67,9",BRC0492A,Nome não encontrado
Sal de adição,g,,,BRC0492A,Nome não encontrado
Açúcar de adição,g,,,BRC0492A,Nome não encontrado
Gordura de adição,g,-,-,BRC0492A,Nome não encontrado
Proteína vegetal,g,-,-,BRC0492A,Nome não encontrado
Proteína animal,g,-,-,BRC0492A,Nome não encontrado
