componente,unidade,Valor por 100g,codigo_alimento,nome_alimento
Energia,kJ,1071,BRC0511E,Nome não encontrado
Energia,kcal,255,BRC0511E,Nome não encontrado
Umidade,g,"48,6",BRC0511E,Nome não encontrado
Carboidrato total,g,"14,7",BRC0511E,Nome não encontrado
Carboidrato disponível,g,"14,0",BRC0511E,Nome não encontrado
Proteína,g,"23,9",BRC0511E,Nome não encontrado
Lipídios,g,"11,4",BRC0511E,Nome não encontrado
Fibra alimentar,g,"0,71",BRC0511E,Nome não encontrado
Álcool,g,"0,00",BRC0511E,Nome não encontrado
Cinzas,g,"1,39",BRC0511E,Nome não encontrado
Colesterol,mg,"70,5",BRC0511E,Nome não encontrado
Ácidos graxos saturados,g,"1,94",BRC0511E,Nome não encontrado
Ácidos graxos monoinsaturados,g,"2,21",BRC0511E,Nome não encontrado
Ácidos graxos poliinsaturados,g,"5,35",BRC0511E,Nome não encontrado
Ácidos graxos trans,g,"0,07",BRC0511E,Nome não encontrado
Cálcio,mg,"22,2",BRC0511E,Nome não encontrado
Ferro,mg,"1,39",BRC0511E,Nome não encontrado
Sódio,mg,125,BRC0511E,Nome não encontrado
Magnésio,mg,"37,8",BRC0511E,Nome não encontrado
Fósforo,mg,234,BRC0511E,Nome não encontrado
Potássio,mg,362,BRC0511E,Nome não encontrado
Manganês,mg,"0,23",BRC0511E,Nome não encontrado
Zinco,mg,"1,02",BRC0511E,Nome não encontrado
Cobre,mg,"0,13",BRC0511E,Nome não encontrado
Selênio,mcg,"6,26",BRC0511E,Nome não encontrado
Vitamina A (RE),mcg,"15,8",BRC0511E,Nome não encontrado
Vitamina A (RAE),mcg,"15,7",BRC0511E,Nome não encontrado
Vitamina D,mcg,,BRC0511E,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,73",BRC0511E,Nome não encontrado
Tiamina,mg,"0,10",BRC0511E,Nome não encontrado
Riboflavina,mg,"0,10",BRC0511E,Nome não encontrado
Niacina,mg,"2,87",BRC0511E,Nome não encontrado
Vitamina B6,mg,"0,14",BRC0511E,Nome não encontrado
Vitamina B12,mcg,"1,38",BRC0511E,Nome não encontrado
Vitamina C,mg,"0,00",BRC0511E,Nome não encontrado
Equivalente de folato,mcg,"45,0",BRC0511E,Nome não encontrado
Sal de adição,g,,BRC0511E,Nome não encontrado
Açúcar de adição,g,,BRC0511E,Nome não encontrado
Gordura de adição,g,-,BRC0511E,Nome não encontrado
Proteína vegetal,g,-,BRC0511E,Nome não encontrado
Proteína animal,g,-,BRC0511E,Nome não encontrado
