componente,unidade,Valor por 100g,Porção Média (120 g),codigo_alimento,nome_alimento
Energia,kJ,525,630,BRC0204A,Nome não encontrado
Energia,kcal,124,149,BRC0204A,Nome não encontrado
Umidade,g,"69,4","83,3",BRC0204A,Nome não encontrado
Carboidrato total,g,"18,3","21,9",BRC0204A,Nome não encontrado
Carboidrato disponível,g,"17,2","20,6",BRC0204A,Nome não encontrado
Proteína,g,"7,52","9,02",BRC0204A,Nome não encontrado
Lipídios,g,"2,61","3,13",BRC0204A,Nome não encontrado
Fibra alimentar,g,"1,06","1,27",BRC0204A,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0204A,Nome não encontrado
Cinzas,g,"2,25","2,70",BRC0204A,Nome não encontrado
Colesterol,mg,"14,9","17,9",BRC0204A,Nome não encontrado
Ácidos graxos saturados,g,"0,58","0,70",BRC0204A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,87","1,04",BRC0204A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,99","1,19",BRC0204A,Nome não encontrado
Ácidos graxos trans,g,"0,01","0,02",BRC0204A,Nome não encontrado
Cálcio,mg,"13,9","16,7",BRC0204A,Nome não encontrado
Ferro,mg,"0,62","0,75",BRC0204A,Nome não encontrado
Sódio,mg,793,952,BRC0204A,Nome não encontrado
Magnésio,mg,"13,3","16,0",BRC0204A,Nome não encontrado
Fósforo,mg,"83,0","99,6",BRC0204A,Nome não encontrado
Potássio,mg,158,190,BRC0204A,Nome não encontrado
Manganês,mg,"0,15","0,18",BRC0204A,Nome não encontrado
Zinco,mg,"0,68","0,82",BRC0204A,Nome não encontrado
Cobre,mg,"0,06","0,07",BRC0204A,Nome não encontrado
Selênio,mcg,"9,84","11,8",BRC0204A,Nome não encontrado
Vitamina A (RE),mcg,"62,0","74,4",BRC0204A,Nome não encontrado
Vitamina A (RAE),mcg,"31,0","37,2",BRC0204A,Nome não encontrado
Vitamina D,mcg,,,BRC0204A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,40","0,48",BRC0204A,Nome não encontrado
Tiamina,mg,"0,16","0,20",BRC0204A,Nome não encontrado
Riboflavina,mg,traços,traços,BRC0204A,Nome não encontrado
Niacina,mg,"2,09","2,51",BRC0204A,Nome não encontrado
Vitamina B6,mg,,,BRC0204A,Nome não encontrado
Vitamina B12,mcg,,,BRC0204A,Nome não encontrado
Vitamina C,mg,traços,traços,BRC0204A,Nome não encontrado
Equivalente de folato,mcg,,,BRC0204A,Nome não encontrado
Sal de adição,g,,,BRC0204A,Nome não encontrado
Açúcar de adição,g,,,BRC0204A,Nome não encontrado
Gordura de adição,g,-,-,BRC0204A,Nome não encontrado
Proteína vegetal,g,-,-,BRC0204A,Nome não encontrado
Proteína animal,g,-,-,BRC0204A,Nome não encontrado
