componente,unidade,Valor por 100g,Porção Média (100 g),codigo_alimento,nome_alimento
Energia,kJ,615,614,BRC0814B,Nome não encontrado
Energia,kcal,147,147,BRC0814B,Nome não encontrado
Umidade,g,"69,4","69,4",BRC0814B,Nome não encontrado
Carboidrato total,g,"14,2","14,2",BRC0814B,Nome não encontrado
Carboidrato disponível,g,"10,7","10,7",BRC0814B,Nome não encontrado
Proteína,g,"6,09","6,09",BRC0814B,Nome não encontrado
Lipídios,g,"8,12","8,12",BRC0814B,Nome não encontrado
Fibra alimentar,g,"3,57","3,57",BRC0814B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0814B,Nome não encontrado
Cinzas,g,"2,09","2,09",BRC0814B,Nome não encontrado
Colesterol,mg,"11,0","11,0",BRC0814B,Nome não encontrado
Ácidos graxos saturados,g,"2,99","2,99",BRC0814B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"2,10","2,10",BRC0814B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"2,24","2,24",BRC0814B,Nome não encontrado
Ácidos graxos trans,g,"0,10","0,10",BRC0814B,Nome não encontrado
Cálcio,mg,100,100,BRC0814B,Nome não encontrado
Ferro,mg,"0,81","0,81",BRC0814B,Nome não encontrado
Sódio,mg,393,393,BRC0814B,Nome não encontrado
Magnésio,mg,"16,9","16,9",BRC0814B,Nome não encontrado
Fósforo,mg,108,108,BRC0814B,Nome não encontrado
Potássio,mg,318,318,BRC0814B,Nome não encontrado
Manganês,mg,"0,23","0,23",BRC0814B,Nome não encontrado
Zinco,mg,"0,99","0,99",BRC0814B,Nome não encontrado
Cobre,mg,"0,08","0,08",BRC0814B,Nome não encontrado
Selênio,mcg,"3,65","3,65",BRC0814B,Nome não encontrado
Vitamina A (RE),mcg,"54,5","54,5",BRC0814B,Nome não encontrado
Vitamina A (RAE),mcg,"40,6","40,6",BRC0814B,Nome não encontrado
Vitamina D,mcg,"0,04","0,04",BRC0814B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,16","1,16",BRC0814B,Nome não encontrado
Tiamina,mg,"0,07","0,07",BRC0814B,Nome não encontrado
Riboflavina,mg,"0,13","0,13",BRC0814B,Nome não encontrado
Niacina,mg,"1,26","1,26",BRC0814B,Nome não encontrado
Vitamina B6,mg,"0,05","0,05",BRC0814B,Nome não encontrado
Vitamina B12,mcg,"0,40","0,40",BRC0814B,Nome não encontrado
Vitamina C,mg,"4,59","4,59",BRC0814B,Nome não encontrado
Equivalente de folato,mcg,"17,5","17,5",BRC0814B,Nome não encontrado
Sal de adição,g,"0,47","0,47",BRC0814B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0814B,Nome não encontrado
Gordura de adição,g,-,-,BRC0814B,Nome não encontrado
Proteína vegetal,g,-,-,BRC0814B,Nome não encontrado
Proteína animal,g,-,-,BRC0814B,Nome não encontrado
