componente,unidade,Valor por 100g,Porção Média (60 g),codigo_alimento,nome_alimento
Energia,kJ,1444,866,BRC0871A,Nome não encontrado
Energia,kcal,342,205,BRC0871A,Nome não encontrado
Umidade,g,"21,7","13,0",BRC0871A,Nome não encontrado
Carboidrato total,g,"61,6","36,9",BRC0871A,Nome não encontrado
Carboidrato disponível,g,"60,0","36,0",BRC0871A,Nome não encontrado
Proteína,g,"8,17","4,90",BRC0871A,Nome não encontrado
Lipídios,g,"7,37","4,42",BRC0871A,Nome não encontrado
Fibra alimentar,g,"1,55","0,93",BRC0871A,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0871A,Nome não encontrado
Cinzas,g,"0,70","0,42",BRC0871A,Nome não encontrado
Colesterol,mg,"38,6","23,2",BRC0871A,Nome não encontrado
Ácidos graxos saturados,g,"1,61","0,97",BRC0871A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,81","1,09",BRC0871A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"3,41","2,05",BRC0871A,Nome não encontrado
Ácidos graxos trans,g,"0,09","0,05",BRC0871A,Nome não encontrado
Cálcio,mg,167,100,BRC0871A,Nome não encontrado
Ferro,mg,"7,74","4,64",BRC0871A,Nome não encontrado
Sódio,mg,237,142,BRC0871A,Nome não encontrado
Magnésio,mg,"51,7","31,0",BRC0871A,Nome não encontrado
Fósforo,mg,355,213,BRC0871A,Nome não encontrado
Potássio,mg,436,261,BRC0871A,Nome não encontrado
Manganês,mg,"0,47","0,28",BRC0871A,Nome não encontrado
Zinco,mg,"2,59","1,56",BRC0871A,Nome não encontrado
Cobre,mg,"0,55","0,33",BRC0871A,Nome não encontrado
Selênio,mcg,"26,4","15,8",BRC0871A,Nome não encontrado
Vitamina A (RE),mcg,208,125,BRC0871A,Nome não encontrado
Vitamina A (RAE),mcg,207,124,BRC0871A,Nome não encontrado
Vitamina D,mcg,"1,71","1,03",BRC0871A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"2,64","1,58",BRC0871A,Nome não encontrado
Tiamina,mg,"0,37","0,22",BRC0871A,Nome não encontrado
Riboflavina,mg,"0,63","0,38",BRC0871A,Nome não encontrado
Niacina,mg,"3,03","1,82",BRC0871A,Nome não encontrado
Vitamina B6,mg,traços,traços,BRC0871A,Nome não encontrado
Vitamina B12,mcg,"1,18","0,71",BRC0871A,Nome não encontrado
Vitamina C,mg,traços,traços,BRC0871A,Nome não encontrado
Equivalente de folato,mcg,332,199,BRC0871A,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0871A,Nome não encontrado
Açúcar de adição,g,"15,0","9,00",BRC0871A,Nome não encontrado
Gordura de adição,g,-,-,BRC0871A,Nome não encontrado
Proteína vegetal,g,-,-,BRC0871A,Nome não encontrado
Proteína animal,g,-,-,BRC0871A,Nome não encontrado
