componente,unidade,Valor por 100g,Porção Média (100 g),codigo_alimento,nome_alimento
Energia,kJ,543,543,BRC0392E,Nome não encontrado
Energia,kcal,130,129,BRC0392E,Nome não encontrado
Umidade,g,"72,8","72,8",BRC0392E,Nome não encontrado
Carboidrato total,g,"4,66","4,66",BRC0392E,Nome não encontrado
Carboidrato disponível,g,"4,66","4,66",BRC0392E,Nome não encontrado
Proteína,g,"11,9","11,9",BRC0392E,Nome não encontrado
Lipídios,g,"7,06","7,06",BRC0392E,Nome não encontrado
Fibra alimentar,g,"0,00","0,00",BRC0392E,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0392E,Nome não encontrado
Cinzas,g,"3,54","3,54",BRC0392E,Nome não encontrado
Colesterol,mg,"88,2","88,2",BRC0392E,Nome não encontrado
Ácidos graxos saturados,g,"1,34","1,34",BRC0392E,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,60","1,60",BRC0392E,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,91","1,91",BRC0392E,Nome não encontrado
Ácidos graxos trans,g,,,BRC0392E,Nome não encontrado
Cálcio,mg,"35,9","35,9",BRC0392E,Nome não encontrado
Ferro,mg,"5,44","5,44",BRC0392E,Nome não encontrado
Sódio,mg,573,573,BRC0392E,Nome não encontrado
Magnésio,mg,"46,8","46,8",BRC0392E,Nome não encontrado
Fósforo,mg,271,271,BRC0392E,Nome não encontrado
Potássio,mg,440,440,BRC0392E,Nome não encontrado
Manganês,mg,,,BRC0392E,Nome não encontrado
Zinco,mg,"2,20","2,20",BRC0392E,Nome não encontrado
Cobre,mg,,,BRC0392E,Nome não encontrado
Selênio,mcg,,,BRC0392E,Nome não encontrado
Vitamina A (RE),mcg,,,BRC0392E,Nome não encontrado
Vitamina A (RAE),mcg,151,151,BRC0392E,Nome não encontrado
Vitamina D,mcg,,,BRC0392E,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,73","1,73",BRC0392E,Nome não encontrado
Tiamina,mg,"0,22","0,22",BRC0392E,Nome não encontrado
Riboflavina,mg,"0,29","0,29",BRC0392E,Nome não encontrado
Niacina,mg,"2,20","2,20",BRC0392E,Nome não encontrado
Vitamina B6,mg,"0,07","0,07",BRC0392E,Nome não encontrado
Vitamina B12,mcg,"16,5","16,5",BRC0392E,Nome não encontrado
Vitamina C,mg,"11,0","11,0",BRC0392E,Nome não encontrado
Equivalente de folato,mcg,"57,8","57,8",BRC0392E,Nome não encontrado
Sal de adição,g,"0,45","0,45",BRC0392E,Nome não encontrado
Açúcar de adição,g,,,BRC0392E,Nome não encontrado
Gordura de adição,g,-,-,BRC0392E,Nome não encontrado
Proteína vegetal,g,-,-,BRC0392E,Nome não encontrado
Proteína animal,g,-,-,BRC0392E,Nome não encontrado
