componente,unidade,Valor por 100g,Colher sopa cheia (22 g),Colher sopa rasa (15 g),codigo_alimento,nome_alimento
Energia,kJ,215,47,32,BRC0338B,Nome não encontrado
Energia,kcal,52,11,7,BRC0338B,Nome não encontrado
Umidade,g,"88,4","19,4","13,3",BRC0338B,Nome não encontrado
Carboidrato total,g,"6,98","1,54","1,05",BRC0338B,Nome não encontrado
Carboidrato disponível,g,"4,60","1,01","0,69",BRC0338B,Nome não encontrado
Proteína,g,"1,05","0,23","0,16",BRC0338B,Nome não encontrado
Lipídios,g,"2,69","0,59","0,40",BRC0338B,Nome não encontrado
Fibra alimentar,g,"2,39","0,53","0,36",BRC0338B,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0338B,Nome não encontrado
Cinzas,g,"0,77","0,17","0,12",BRC0338B,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0338B,Nome não encontrado
Ácidos graxos saturados,g,"0,40","0,09","0,06",BRC0338B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,91","0,42","0,29",BRC0338B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,32","0,07","0,05",BRC0338B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00","0,00",BRC0338B,Nome não encontrado
Cálcio,mg,"21,9","4,81","3,28",BRC0338B,Nome não encontrado
Ferro,mg,"0,49","0,11","0,07",BRC0338B,Nome não encontrado
Sódio,mg,"8,78","1,93","1,32",BRC0338B,Nome não encontrado
Magnésio,mg,"10,5","2,30","1,57",BRC0338B,Nome não encontrado
Fósforo,mg,"25,1","5,52","3,76",BRC0338B,Nome não encontrado
Potássio,mg,247,"54,5","37,2",BRC0338B,Nome não encontrado
Manganês,mg,"0,13","0,03","0,02",BRC0338B,Nome não encontrado
Zinco,mg,"0,38","0,08","0,06",BRC0338B,Nome não encontrado
Cobre,mg,"0,06","0,01","0,01",BRC0338B,Nome não encontrado
Selênio,mcg,"0,46","0,10","0,07",BRC0338B,Nome não encontrado
Vitamina A (RE),mcg,551,121,"82,7",BRC0338B,Nome não encontrado
Vitamina A (RAE),mcg,275,"60,7","41,4",BRC0338B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0338B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,92","0,20","0,14",BRC0338B,Nome não encontrado
Tiamina,mg,"0,01","0,00","0,00",BRC0338B,Nome não encontrado
Riboflavina,mg,"0,01","0,00","0,00",BRC0338B,Nome não encontrado
Niacina,mg,"0,02","0,00","0,00",BRC0338B,Nome não encontrado
Vitamina B6,mg,"0,06","0,01","0,01",BRC0338B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0338B,Nome não encontrado
Vitamina C,mg,"6,43","1,42","0,97",BRC0338B,Nome não encontrado
Equivalente de folato,mcg,"17,2","3,77","2,57",BRC0338B,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0338B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0338B,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0338B,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0338B,Nome não encontrado
Proteína animal,g,-,-,-,BRC0338B,Nome não encontrado
