componente,unidade,Valor por 100g,codigo_alimento,nome_alimento
Energia,kJ,927,BRC1002F,Nome não encontrado
Energia,kcal,224,BRC1002F,Nome não encontrado
Umidade,g,"67,6",BRC1002F,Nome não encontrado
Carboidrato total,g,"0,00",BRC1002F,Nome não encontrado
Carboidrato disponível,g,"0,00",BRC1002F,Nome não encontrado
Proteína,g,"12,1",BRC1002F,Nome não encontrado
Lipídios,g,"19,5",BRC1002F,Nome não encontrado
Fibra alimentar,g,"0,00",BRC1002F,Nome não encontrado
Álcool,g,"0,00",BRC1002F,Nome não encontrado
Cinzas,g,"0,80",BRC1002F,Nome não encontrado
Colesterol,mg,"73,6",BRC1002F,Nome não encontrado
Ácidos graxos saturados,g,"5,41",BRC1002F,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,79",BRC1002F,Nome não encontrado
Ácidos graxos poliinsaturados,g,"4,23",BRC1002F,Nome não encontrado
Ácidos graxos trans,g,"0,00",BRC1002F,Nome não encontrado
Cálcio,mg,"92,1",BRC1002F,Nome não encontrado
Ferro,mg,"2,80",BRC1002F,Nome não encontrado
Sódio,mg,,BRC1002F,Nome não encontrado
Magnésio,mg,"16,4",BRC1002F,Nome não encontrado
Fósforo,mg,176,BRC1002F,Nome não encontrado
Potássio,mg,110,BRC1002F,Nome não encontrado
Manganês,mg,"0,03",BRC1002F,Nome não encontrado
Zinco,mg,"1,90",BRC1002F,Nome não encontrado
Cobre,mg,"0,07",BRC1002F,Nome não encontrado
Selênio,mcg,"9,71",BRC1002F,Nome não encontrado
Vitamina A (RE),mcg,,BRC1002F,Nome não encontrado
Vitamina A (RAE),mcg,"48,4",BRC1002F,Nome não encontrado
Vitamina D,mcg,,BRC1002F,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"5,41",BRC1002F,Nome não encontrado
Tiamina,mg,"0,04",BRC1002F,Nome não encontrado
Riboflavina,mg,"0,16",BRC1002F,Nome não encontrado
Niacina,mg,"2,92",BRC1002F,Nome não encontrado
Vitamina B6,mg,"0,14",BRC1002F,Nome não encontrado
Vitamina B12,mcg,"0,21",BRC1002F,Nome não encontrado
Vitamina C,mg,"0,00",BRC1002F,Nome não encontrado
Equivalente de folato,mcg,"4,05",BRC1002F,Nome não encontrado
Sal de adição,g,"0,00",BRC1002F,Nome não encontrado
Açúcar de adição,g,"0,00",BRC1002F,Nome não encontrado
Gordura de adição,g,"0,00",BRC1002F,Nome não encontrado
Proteína vegetal,g,"0,00",BRC1002F,Nome não encontrado
Proteína animal,g,"12,1",BRC1002F,Nome não encontrado
