componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (120 g),codigo_alimento,nome_alimento
Energia,kJ,185,222,BRC0957B,Nome não encontrado
Energia,kcal,44,52,BRC0957B,Nome não encontrado
Umidade,g,"84,9",101,BRC0957B,Nome não encontrado
Carboidrato total,g,"3,39","4,07",BRC0957B,Nome não encontrado
Carboidrato disponível,g,"3,17","3,80",BRC0957B,Nome não encontrado
Proteína,g,"6,94","8,32",BRC0957B,Nome não encontrado
Lipídios,g,"0,36","0,43",BRC0957B,Nome não encontrado
Fibra alimentar,g,"0,21","0,26",BRC0957B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0957B,Nome não encontrado
Cinzas,g,"4,41","5,29",BRC0957B,Nome não encontrado
Colesterol,mg,traços,traços,BRC0957B,Nome não encontrado
Ácidos graxos saturados,g,"0,18","0,21",BRC0957B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,13","0,15",BRC0957B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,00","0,00",BRC0957B,Nome não encontrado
Ácidos graxos trans,g,,,BRC0957B,Nome não encontrado
Cálcio,mg,"44,8","53,7",BRC0957B,Nome não encontrado
Ferro,mg,"0,95","1,14",BRC0957B,Nome não encontrado
Sódio,mg,1472,1767,BRC0957B,Nome não encontrado
Magnésio,mg,"29,8","35,8",BRC0957B,Nome não encontrado
Fósforo,mg,"88,9",106,BRC0957B,Nome não encontrado
Potássio,mg,239,287,BRC0957B,Nome não encontrado
Manganês,mg,"0,12","0,14",BRC0957B,Nome não encontrado
Zinco,mg,"0,79","0,95",BRC0957B,Nome não encontrado
Cobre,mg,"0,22","0,26",BRC0957B,Nome não encontrado
Selênio,mcg,,,BRC0957B,Nome não encontrado
Vitamina A (RE),mcg,"35,2","42,3",BRC0957B,Nome não encontrado
Vitamina A (RAE),mcg,"17,6","21,1",BRC0957B,Nome não encontrado
Vitamina D,mcg,,,BRC0957B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,,,BRC0957B,Nome não encontrado
Tiamina,mg,"0,05","0,06",BRC0957B,Nome não encontrado
Riboflavina,mg,traços,traços,BRC0957B,Nome não encontrado
Niacina,mg,,,BRC0957B,Nome não encontrado
Vitamina B6,mg,traços,traços,BRC0957B,Nome não encontrado
Vitamina B12,mcg,,,BRC0957B,Nome não encontrado
Vitamina C,mg,traços,traços,BRC0957B,Nome não encontrado
Equivalente de folato,mcg,,,BRC0957B,Nome não encontrado
Sal de adição,g,"0,32","0,38",BRC0957B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0957B,Nome não encontrado
Gordura de adição,g,-,-,BRC0957B,Nome não encontrado
Proteína vegetal,g,-,-,BRC0957B,Nome não encontrado
Proteína animal,g,-,-,BRC0957B,Nome não encontrado
