componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (100 g),codigo_alimento,nome_alimento
Energia,kJ,418,417,BRC0018G,Nome não encontrado
Energia,kcal,99,98,BRC0018G,Nome não encontrado
Umidade,g,"76,9","76,9",BRC0018G,Nome não encontrado
Carboidrato total,g,"18,0","18,0",BRC0018G,Nome não encontrado
Carboidrato disponível,g,"18,0","18,0",BRC0018G,Nome não encontrado
Proteína,g,"2,54","2,54",BRC0018G,Nome não encontrado
Lipídios,g,"1,85","1,85",BRC0018G,Nome não encontrado
Fibra alimentar,g,"0,00","0,00",BRC0018G,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0018G,Nome não encontrado
Cinzas,g,"0,68","0,68",BRC0018G,Nome não encontrado
Colesterol,mg,"5,95","5,95",BRC0018G,Nome não encontrado
Ácidos graxos saturados,g,"1,11","1,11",BRC0018G,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,56","0,56",BRC0018G,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,08","0,08",BRC0018G,Nome não encontrado
Ácidos graxos trans,g,,,BRC0018G,Nome não encontrado
Cálcio,mg,151,151,BRC0018G,Nome não encontrado
Ferro,mg,"0,02","0,02",BRC0018G,Nome não encontrado
Sódio,mg,"56,6","56,6",BRC0018G,Nome não encontrado
Magnésio,mg,"12,1","12,1",BRC0018G,Nome não encontrado
Fósforo,mg,110,110,BRC0018G,Nome não encontrado
Potássio,mg,"78,6","78,6",BRC0018G,Nome não encontrado
Manganês,mg,traços,traços,BRC0018G,Nome não encontrado
Zinco,mg,"0,46","0,46",BRC0018G,Nome não encontrado
Cobre,mg,"0,03","0,03",BRC0018G,Nome não encontrado
Selênio,mcg,,,BRC0018G,Nome não encontrado
Vitamina A (RE),mcg,,,BRC0018G,Nome não encontrado
Vitamina A (RAE),mcg,,,BRC0018G,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0018G,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,08","0,08",BRC0018G,Nome não encontrado
Tiamina,mg,"0,05","0,05",BRC0018G,Nome não encontrado
Riboflavina,mg,"0,18","0,18",BRC0018G,Nome não encontrado
Niacina,mg,traços,traços,BRC0018G,Nome não encontrado
Vitamina B6,mg,"0,03","0,03",BRC0018G,Nome não encontrado
Vitamina B12,mcg,"0,46","0,46",BRC0018G,Nome não encontrado
Vitamina C,mg,traços,traços,BRC0018G,Nome não encontrado
Equivalente de folato,mcg,"8,91","8,91",BRC0018G,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0018G,Nome não encontrado
Açúcar de adição,g,,,BRC0018G,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0018G,Nome não encontrado
Proteína vegetal,g,,,BRC0018G,Nome não encontrado
Proteína animal,g,,,BRC0018G,Nome não encontrado
