componente,unidade,Valor por 100g,Colher sopa rasa (25 g),codigo_alimento,nome_alimento
Energia,kJ,1898,474,BRC0785B,Nome não encontrado
Energia,kcal,454,113,BRC0785B,Nome não encontrado
Umidade,g,"15,0","3,75",BRC0785B,Nome não encontrado
Carboidrato total,g,"50,5","12,6",BRC0785B,Nome não encontrado
Carboidrato disponível,g,"46,4","11,6",BRC0785B,Nome não encontrado
Proteína,g,"8,33","2,08",BRC0785B,Nome não encontrado
Lipídios,g,"25,2","6,30",BRC0785B,Nome não encontrado
Fibra alimentar,g,"4,06","1,02",BRC0785B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0785B,Nome não encontrado
Cinzas,g,"0,99","0,25",BRC0785B,Nome não encontrado
Colesterol,mg,"24,2","6,04",BRC0785B,Nome não encontrado
Ácidos graxos saturados,g,"6,68","1,67",BRC0785B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"9,30","2,32",BRC0785B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"7,97","1,99",BRC0785B,Nome não encontrado
Ácidos graxos trans,g,"0,19","0,05",BRC0785B,Nome não encontrado
Cálcio,mg,"50,7","12,7",BRC0785B,Nome não encontrado
Ferro,mg,"1,28","0,32",BRC0785B,Nome não encontrado
Sódio,mg,133,"33,4",BRC0785B,Nome não encontrado
Magnésio,mg,"26,1","6,52",BRC0785B,Nome não encontrado
Fósforo,mg,"52,8","13,2",BRC0785B,Nome não encontrado
Potássio,mg,257,"64,5",BRC0785B,Nome não encontrado
Manganês,mg,"0,24","0,06",BRC0785B,Nome não encontrado
Zinco,mg,"0,48","0,12",BRC0785B,Nome não encontrado
Cobre,mg,"0,07","0,02",BRC0785B,Nome não encontrado
Selênio,mcg,"0,92","0,23",BRC0785B,Nome não encontrado
Vitamina A (RE),mcg,"5,74","1,44",BRC0785B,Nome não encontrado
Vitamina A (RAE),mcg,"2,87","0,72",BRC0785B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0785B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,70","0,18",BRC0785B,Nome não encontrado
Tiamina,mg,"0,01","0,00",BRC0785B,Nome não encontrado
Riboflavina,mg,traços,traços,BRC0785B,Nome não encontrado
Niacina,mg,"1,37","0,34",BRC0785B,Nome não encontrado
Vitamina B6,mg,"0,47","0,12",BRC0785B,Nome não encontrado
Vitamina B12,mcg,"0,47","0,12",BRC0785B,Nome não encontrado
Vitamina C,mg,"0,88","0,22",BRC0785B,Nome não encontrado
Equivalente de folato,mcg,"26,4","6,61",BRC0785B,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0785B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0785B,Nome não encontrado
Gordura de adição,g,-,-,BRC0785B,Nome não encontrado
Proteína vegetal,g,-,-,BRC0785B,Nome não encontrado
Proteína animal,g,-,-,BRC0785B,Nome não encontrado
