componente,unidade,Valor por 100g,codigo_alimento,nome_alimento
Energia,kJ,1475,BRC1136A,Nome não encontrado
Energia,kcal,350,BRC1136A,Nome não encontrado
Umidade,g,"20,0",BRC1136A,Nome não encontrado
Carboidrato total,g,"59,3",BRC1136A,Nome não encontrado
Carboidrato disponível,g,"54,9",BRC1136A,Nome não encontrado
Proteína,g,"9,09",BRC1136A,Nome não encontrado
Lipídios,g,"9,54",BRC1136A,Nome não encontrado
Fibra alimentar,g,"4,37",BRC1136A,Nome não encontrado
Álcool,g,"0,00",BRC1136A,Nome não encontrado
Cinzas,g,"2,09",BRC1136A,Nome não encontrado
Colesterol,mg,"92,5",BRC1136A,Nome não encontrado
Ácidos graxos saturados,g,"4,08",BRC1136A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"3,04",BRC1136A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,31",BRC1136A,Nome não encontrado
Ácidos graxos trans,g,"0,16",BRC1136A,Nome não encontrado
Cálcio,mg,164,BRC1136A,Nome não encontrado
Ferro,mg,"2,82",BRC1136A,Nome não encontrado
Sódio,mg,247,BRC1136A,Nome não encontrado
Magnésio,mg,"47,2",BRC1136A,Nome não encontrado
Fósforo,mg,254,BRC1136A,Nome não encontrado
Potássio,mg,388,BRC1136A,Nome não encontrado
Manganês,mg,"1,50",BRC1136A,Nome não encontrado
Zinco,mg,"1,34",BRC1136A,Nome não encontrado
Cobre,mg,"0,18",BRC1136A,Nome não encontrado
Selênio,mcg,"1,98",BRC1136A,Nome não encontrado
Vitamina A (RE),mcg,"52,1",BRC1136A,Nome não encontrado
Vitamina A (RAE),mcg,"51,7",BRC1136A,Nome não encontrado
Vitamina D,mcg,"0,36",BRC1136A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,34",BRC1136A,Nome não encontrado
Tiamina,mg,"0,19",BRC1136A,Nome não encontrado
Riboflavina,mg,"0,12",BRC1136A,Nome não encontrado
Niacina,mg,"1,65",BRC1136A,Nome não encontrado
Vitamina B6,mg,"0,02",BRC1136A,Nome não encontrado
Vitamina B12,mcg,"0,25",BRC1136A,Nome não encontrado
Vitamina C,mg,"0,36",BRC1136A,Nome não encontrado
Equivalente de folato,mcg,"67,2",BRC1136A,Nome não encontrado
Sal de adição,g,"25,0",BRC1136A,Nome não encontrado
Açúcar de adição,g,"0,00",BRC1136A,Nome não encontrado
Gordura de adição,g,-,BRC1136A,Nome não encontrado
Proteína vegetal,g,-,BRC1136A,Nome não encontrado
Proteína animal,g,-,BRC1136A,Nome não encontrado
