componente,unidade,Valor por 100g,Colher servir cheia (55 g),Colher servir rasa (40 g),codigo_alimento,nome_alimento
Energia,kJ,505,278,202,BRC0505A,Nome não encontrado
Energia,kcal,120,66,48,BRC0505A,Nome não encontrado
Umidade,g,"72,1","39,7","28,9",BRC0505A,Nome não encontrado
Carboidrato total,g,"19,2","10,6","7,70",BRC0505A,Nome não encontrado
Carboidrato disponível,g,"17,3","9,52","6,92",BRC0505A,Nome não encontrado
Proteína,g,"3,55","1,95","1,42",BRC0505A,Nome não encontrado
Lipídios,g,"3,41","1,87","1,36",BRC0505A,Nome não encontrado
Fibra alimentar,g,"1,94","1,07","0,78",BRC0505A,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0505A,Nome não encontrado
Cinzas,g,"1,63","0,90","0,65",BRC0505A,Nome não encontrado
Colesterol,mg,"20,2","11,1","8,06",BRC0505A,Nome não encontrado
Ácidos graxos saturados,g,"0,59","0,32","0,23",BRC0505A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,91","0,50","0,37",BRC0505A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,72","0,95","0,69",BRC0505A,Nome não encontrado
Ácidos graxos trans,g,"0,02","0,01","0,01",BRC0505A,Nome não encontrado
Cálcio,mg,"40,7","22,4","16,3",BRC0505A,Nome não encontrado
Ferro,mg,"0,54","0,30","0,22",BRC0505A,Nome não encontrado
Sódio,mg,465,255,186,BRC0505A,Nome não encontrado
Magnésio,mg,"26,7","14,7","10,7",BRC0505A,Nome não encontrado
Fósforo,mg,"55,5","30,5","22,2",BRC0505A,Nome não encontrado
Potássio,mg,"77,2","42,4","30,9",BRC0505A,Nome não encontrado
Manganês,mg,"0,69","0,38","0,27",BRC0505A,Nome não encontrado
Zinco,mg,"0,52","0,29","0,21",BRC0505A,Nome não encontrado
Cobre,mg,"0,16","0,09","0,06",BRC0505A,Nome não encontrado
Selênio,mcg,"1,02","0,56","0,41",BRC0505A,Nome não encontrado
Vitamina A (RE),mcg,"0,00","0,00","0,00",BRC0505A,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00","0,00",BRC0505A,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0505A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,27","0,15","0,11",BRC0505A,Nome não encontrado
Tiamina,mg,"0,02","0,01","0,01",BRC0505A,Nome não encontrado
Riboflavina,mg,"0,00","0,00","0,00",BRC0505A,Nome não encontrado
Niacina,mg,"0,38","0,21","0,15",BRC0505A,Nome não encontrado
Vitamina B6,mg,"0,03","0,02","0,01",BRC0505A,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0505A,Nome não encontrado
Vitamina C,mg,"4,27","2,35","1,71",BRC0505A,Nome não encontrado
Equivalente de folato,mcg,"2,31","1,27","0,92",BRC0505A,Nome não encontrado
Sal de adição,g,"0,47","0,26","0,19",BRC0505A,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0505A,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0505A,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0505A,Nome não encontrado
Proteína animal,g,-,-,-,BRC0505A,Nome não encontrado
