componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (100 g),codigo_alimento,nome_alimento
Energia,kJ,565,565,BRC0856A,Nome não encontrado
Energia,kcal,134,134,BRC0856A,Nome não encontrado
Umidade,g,"70,3","70,3",BRC0856A,Nome não encontrado
Carboidrato total,g,"19,8","19,8",BRC0856A,Nome não encontrado
Carboidrato disponível,g,"18,7","18,7",BRC0856A,Nome não encontrado
Proteína,g,"4,53","4,53",BRC0856A,Nome não encontrado
Lipídios,g,"4,37","4,37",BRC0856A,Nome não encontrado
Fibra alimentar,g,"1,13","1,13",BRC0856A,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0856A,Nome não encontrado
Cinzas,g,"0,98","0,98",BRC0856A,Nome não encontrado
Colesterol,mg,"8,17","8,17",BRC0856A,Nome não encontrado
Ácidos graxos saturados,g,"1,46","1,46",BRC0856A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,73","1,73",BRC0856A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,88","0,88",BRC0856A,Nome não encontrado
Ácidos graxos trans,g,"0,19","0,19",BRC0856A,Nome não encontrado
Cálcio,mg,"9,72","9,72",BRC0856A,Nome não encontrado
Ferro,mg,"0,42","0,42",BRC0856A,Nome não encontrado
Sódio,mg,198,198,BRC0856A,Nome não encontrado
Magnésio,mg,"4,94","4,94",BRC0856A,Nome não encontrado
Fósforo,mg,"49,6","49,6",BRC0856A,Nome não encontrado
Potássio,mg,135,135,BRC0856A,Nome não encontrado
Manganês,mg,"0,14","0,14",BRC0856A,Nome não encontrado
Zinco,mg,"0,55","0,55",BRC0856A,Nome não encontrado
Cobre,mg,"0,06","0,06",BRC0856A,Nome não encontrado
Selênio,mcg,"1,23","1,23",BRC0856A,Nome não encontrado
Vitamina A (RE),mcg,"27,3","27,3",BRC0856A,Nome não encontrado
Vitamina A (RAE),mcg,"13,7","13,7",BRC0856A,Nome não encontrado
Vitamina D,mcg,"0,09","0,09",BRC0856A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,32","0,32",BRC0856A,Nome não encontrado
Tiamina,mg,"0,06","0,06",BRC0856A,Nome não encontrado
Riboflavina,mg,"0,04","0,04",BRC0856A,Nome não encontrado
Niacina,mg,"1,12","1,12",BRC0856A,Nome não encontrado
Vitamina B6,mg,"0,04","0,04",BRC0856A,Nome não encontrado
Vitamina B12,mcg,"0,13","0,13",BRC0856A,Nome não encontrado
Vitamina C,mg,"4,33","4,33",BRC0856A,Nome não encontrado
Equivalente de folato,mcg,"47,5","47,5",BRC0856A,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0856A,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0856A,Nome não encontrado
Gordura de adição,g,-,-,BRC0856A,Nome não encontrado
Proteína vegetal,g,-,-,BRC0856A,Nome não encontrado
Proteína animal,g,-,-,BRC0856A,Nome não encontrado
