componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (110 g),codigo_alimento,nome_alimento
Energia,kJ,869,955,BRC0136T,Nome não encontrado
Energia,kcal,207,227,BRC0136T,Nome não encontrado
Umidade,g,"53,5","58,8",BRC0136T,Nome não encontrado
Carboidrato total,g,"23,0","25,3",BRC0136T,Nome não encontrado
Carboidrato disponível,g,"18,9","20,8",BRC0136T,Nome não encontrado
Proteína,g,"13,8","15,2",BRC0136T,Nome não encontrado
Lipídios,g,"7,57","8,33",BRC0136T,Nome não encontrado
Fibra alimentar,g,"4,02","4,43",BRC0136T,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0136T,Nome não encontrado
Cinzas,g,"2,15","2,36",BRC0136T,Nome não encontrado
Colesterol,mg,"34,0","37,4",BRC0136T,Nome não encontrado
Ácidos graxos saturados,g,"2,09","2,30",BRC0136T,Nome não encontrado
Ácidos graxos monoinsaturados,g,"3,17","3,48",BRC0136T,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,79","1,97",BRC0136T,Nome não encontrado
Ácidos graxos trans,g,"0,13","0,15",BRC0136T,Nome não encontrado
Cálcio,mg,"30,2","33,2",BRC0136T,Nome não encontrado
Ferro,mg,"1,86","2,04",BRC0136T,Nome não encontrado
Sódio,mg,615,677,BRC0136T,Nome não encontrado
Magnésio,mg,"29,6","32,6",BRC0136T,Nome não encontrado
Fósforo,mg,"86,8","95,5",BRC0136T,Nome não encontrado
Potássio,mg,229,252,BRC0136T,Nome não encontrado
Manganês,mg,"0,28","0,30",BRC0136T,Nome não encontrado
Zinco,mg,"2,38","2,61",BRC0136T,Nome não encontrado
Cobre,mg,"0,10","0,11",BRC0136T,Nome não encontrado
Selênio,mcg,"1,32","1,45",BRC0136T,Nome não encontrado
Vitamina A (RE),mcg,"16,4","18,0",BRC0136T,Nome não encontrado
Vitamina A (RAE),mcg,"8,19","9,01",BRC0136T,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0136T,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,38","1,51",BRC0136T,Nome não encontrado
Tiamina,mg,"0,04","0,04",BRC0136T,Nome não encontrado
Riboflavina,mg,"0,03","0,03",BRC0136T,Nome não encontrado
Niacina,mg,"0,46","0,50",BRC0136T,Nome não encontrado
Vitamina B6,mg,"0,17","0,19",BRC0136T,Nome não encontrado
Vitamina B12,mcg,"0,56","0,62",BRC0136T,Nome não encontrado
Vitamina C,mg,"2,32","2,56",BRC0136T,Nome não encontrado
Equivalente de folato,mcg,"49,4","54,4",BRC0136T,Nome não encontrado
Sal de adição,g,"0,50","0,55",BRC0136T,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0136T,Nome não encontrado
Gordura de adição,g,-,-,BRC0136T,Nome não encontrado
Proteína vegetal,g,-,-,BRC0136T,Nome não encontrado
Proteína animal,g,-,-,BRC0136T,Nome não encontrado
