componente,unidade,Valor por 100g,Colher sopa cheia (24 g),Colher sopa rasa (19 g),codigo_alimento,nome_alimento
Energia,kJ,1803,432,342,BRC0113B,Nome não encontrado
Energia,kcal,433,103,82,BRC0113B,Nome não encontrado
Umidade,g,"24,3","5,83","4,62",BRC0113B,Nome não encontrado
Carboidrato total,g,"36,6","8,78","6,95",BRC0113B,Nome não encontrado
Carboidrato disponível,g,"32,1","7,70","6,10",BRC0113B,Nome não encontrado
Proteína,g,"8,09","1,94","1,54",BRC0113B,Nome não encontrado
Lipídios,g,"29,3","7,03","5,57",BRC0113B,Nome não encontrado
Fibra alimentar,g,"4,53","1,09","0,86",BRC0113B,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0113B,Nome não encontrado
Cinzas,g,"1,82","0,44","0,35",BRC0113B,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0113B,Nome não encontrado
Ácidos graxos saturados,g,"4,46","1,07","0,85",BRC0113B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"6,76","1,62","1,28",BRC0113B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"17,5","4,20","3,33",BRC0113B,Nome não encontrado
Ácidos graxos trans,g,"0,15","0,04","0,03",BRC0113B,Nome não encontrado
Cálcio,mg,"19,5","4,68","3,71",BRC0113B,Nome não encontrado
Ferro,mg,"1,17","0,28","0,22",BRC0113B,Nome não encontrado
Sódio,mg,"7,71","1,85","1,46",BRC0113B,Nome não encontrado
Magnésio,mg,"30,7","7,37","5,83",BRC0113B,Nome não encontrado
Fósforo,mg,213,"51,1","40,5",BRC0113B,Nome não encontrado
Potássio,mg,768,184,145,BRC0113B,Nome não encontrado
Manganês,mg,"0,34","0,08","0,06",BRC0113B,Nome não encontrado
Zinco,mg,"1,18","0,28","0,22",BRC0113B,Nome não encontrado
Cobre,mg,"0,31","0,07","0,06",BRC0113B,Nome não encontrado
Selênio,mcg,"3,18","0,76","0,60",BRC0113B,Nome não encontrado
Vitamina A (RE),mcg,"0,00","0,00","0,00",BRC0113B,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00","0,00",BRC0113B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0113B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"2,09","0,50","0,40",BRC0113B,Nome não encontrado
Tiamina,mg,"0,00","0,00","0,00",BRC0113B,Nome não encontrado
Riboflavina,mg,"0,00","0,00","0,00",BRC0113B,Nome não encontrado
Niacina,mg,"0,00","0,00","0,00",BRC0113B,Nome não encontrado
Vitamina B6,mg,"0,58","0,14","0,11",BRC0113B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0113B,Nome não encontrado
Vitamina C,mg,"28,2","6,77","5,36",BRC0113B,Nome não encontrado
Equivalente de folato,mcg,"3,04","0,73","0,58",BRC0113B,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0113B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0113B,Nome não encontrado
Gordura de adição,g,"29,0","6,96","5,51",BRC0113B,Nome não encontrado
Proteína vegetal,g,"8,09","1,94","1,54",BRC0113B,Nome não encontrado
Proteína animal,g,"0,00","0,00","0,00",BRC0113B,Nome não encontrado
