componente,unidade,Valor por 100g,Porção Média (80 g),codigo_alimento,nome_alimento
Energia,kJ,532,425,BRC0302C,Nome não encontrado
Energia,kcal,126,100,BRC0302C,Nome não encontrado
Umidade,g,"66,5","53,2",BRC0302C,Nome não encontrado
Carboidrato total,g,"32,6","26,1",BRC0302C,Nome não encontrado
Carboidrato disponível,g,"29,2","23,4",BRC0302C,Nome não encontrado
Proteína,g,"0,48","0,38",BRC0302C,Nome não encontrado
Lipídios,g,"0,04","0,03",BRC0302C,Nome não encontrado
Fibra alimentar,g,"3,35","2,68",BRC0302C,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0302C,Nome não encontrado
Cinzas,g,"0,44","0,35",BRC0302C,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0302C,Nome não encontrado
Ácidos graxos saturados,g,"0,01","0,01",BRC0302C,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,01","0,01",BRC0302C,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,00","0,00",BRC0302C,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0302C,Nome não encontrado
Cálcio,mg,"37,5","30,0",BRC0302C,Nome não encontrado
Ferro,mg,"0,40","0,32",BRC0302C,Nome não encontrado
Sódio,mg,"1,95","1,56",BRC0302C,Nome não encontrado
Magnésio,mg,"4,42","3,54",BRC0302C,Nome não encontrado
Fósforo,mg,"12,2","9,76",BRC0302C,Nome não encontrado
Potássio,mg,"90,0","72,0",BRC0302C,Nome não encontrado
Manganês,mg,"0,65","0,52",BRC0302C,Nome não encontrado
Zinco,mg,"0,06","0,05",BRC0302C,Nome não encontrado
Cobre,mg,"0,07","0,06",BRC0302C,Nome não encontrado
Selênio,mcg,"0,19","0,15",BRC0302C,Nome não encontrado
Vitamina A (RE),mcg,"6,56","5,25",BRC0302C,Nome não encontrado
Vitamina A (RAE),mcg,"3,80","3,04",BRC0302C,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0302C,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,28","0,22",BRC0302C,Nome não encontrado
Tiamina,mg,"0,00","0,00",BRC0302C,Nome não encontrado
Riboflavina,mg,"0,00","0,00",BRC0302C,Nome não encontrado
Niacina,mg,"0,05","0,04",BRC0302C,Nome não encontrado
Vitamina B6,mg,"0,04","0,03",BRC0302C,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0302C,Nome não encontrado
Vitamina C,mg,"2,26","1,81",BRC0302C,Nome não encontrado
Equivalente de folato,mcg,"2,36","1,89",BRC0302C,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0302C,Nome não encontrado
Açúcar de adição,g,"13,1","10,5",BRC0302C,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0302C,Nome não encontrado
Proteína vegetal,g,"0,48","0,38",BRC0302C,Nome não encontrado
Proteína animal,g,"0,00","0,00",BRC0302C,Nome não encontrado
