componente,unidade,Valor por 100g,Colher sopa cheia (6 g),Colher sopa rasa (4 g),codigo_alimento,nome_alimento
Energia,kJ,81,4,3,BRC0075B,Nome não encontrado
Energia,kcal,19,1,0,BRC0075B,Nome não encontrado
Umidade,g,"93,0","5,58","3,72",BRC0075B,Nome não encontrado
Carboidrato total,g,"3,64","0,22","0,15",BRC0075B,Nome não encontrado
Carboidrato disponível,g,"0,34","0,02","0,01",BRC0075B,Nome não encontrado
Proteína,g,"1,99","0,12","0,08",BRC0075B,Nome não encontrado
Lipídios,g,"0,39","0,02","0,02",BRC0075B,Nome não encontrado
Fibra alimentar,g,"3,31","0,20","0,13",BRC0075B,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0075B,Nome não encontrado
Cinzas,g,"1,02","0,06","0,04",BRC0075B,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0075B,Nome não encontrado
Ácidos graxos saturados,g,"0,13","0,01","0,01",BRC0075B,Nome não encontrado
Ácidos graxos monoinsaturados,g,traços,traços,traços,BRC0075B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,27","0,02","0,01",BRC0075B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00","0,00",BRC0075B,Nome não encontrado
Cálcio,mg,210,"12,7","8,44",BRC0075B,Nome não encontrado
Ferro,mg,"0,97","0,06","0,04",BRC0075B,Nome não encontrado
Sódio,mg,"3,89","0,23","0,16",BRC0075B,Nome não encontrado
Magnésio,mg,"57,8","3,47","2,31",BRC0075B,Nome não encontrado
Fósforo,mg,"39,9","2,40","1,60",BRC0075B,Nome não encontrado
Potássio,mg,251,"15,1","10,1",BRC0075B,Nome não encontrado
Manganês,mg,"0,17","0,01","0,01",BRC0075B,Nome não encontrado
Zinco,mg,"0,46","0,03","0,02",BRC0075B,Nome não encontrado
Cobre,mg,"0,16","0,01","0,01",BRC0075B,Nome não encontrado
Selênio,mcg,"0,27","0,02","0,01",BRC0075B,Nome não encontrado
Vitamina A (RE),mcg,1035,"62,1","41,4",BRC0075B,Nome não encontrado
Vitamina A (RAE),mcg,517,"31,1","20,7",BRC0075B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0075B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,49","0,03","0,02",BRC0075B,Nome não encontrado
Tiamina,mg,"0,06","0,00","0,00",BRC0075B,Nome não encontrado
Riboflavina,mg,"0,21","0,01","0,01",BRC0075B,Nome não encontrado
Niacina,mg,"0,90","0,05","0,04",BRC0075B,Nome não encontrado
Vitamina B6,mg,"0,06","0,00","0,00",BRC0075B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0075B,Nome não encontrado
Vitamina C,mg,"2,34","0,14","0,09",BRC0075B,Nome não encontrado
Equivalente de folato,mcg,"60,3","3,62","2,41",BRC0075B,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0075B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0075B,Nome não encontrado
Gordura de adição,g,"0,00","0,00","0,00",BRC0075B,Nome não encontrado
Proteína vegetal,g,"1,99","0,12","0,08",BRC0075B,Nome não encontrado
Proteína animal,g,"0,00","0,00","0,00",BRC0075B,Nome não encontrado
