componente,unidade,Valor por 100g,codigo_alimento,nome_alimento
Energia,kJ,1606,BRC1108B,Nome não encontrado
Energia,kcal,384,BRC1108B,Nome não encontrado
Umidade,g,"9,54",BRC1108B,Nome não encontrado
Carboidrato total,g,"50,0",BRC1108B,Nome não encontrado
Carboidrato disponível,g,"35,4",BRC1108B,Nome não encontrado
Proteína,g,"17,6",BRC1108B,Nome não encontrado
Lipídios,g,"15,9",BRC1108B,Nome não encontrado
Fibra alimentar,g,"14,6",BRC1108B,Nome não encontrado
Álcool,g,"0,00",BRC1108B,Nome não encontrado
Cinzas,g,"6,95",BRC1108B,Nome não encontrado
Colesterol,mg,"0,00",BRC1108B,Nome não encontrado
Ácidos graxos saturados,g,"0,59",BRC1108B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"9,78",BRC1108B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"3,15",BRC1108B,Nome não encontrado
Ácidos graxos trans,g,"0,00",BRC1108B,Nome não encontrado
Cálcio,mg,646,BRC1108B,Nome não encontrado
Ferro,mg,"37,0",BRC1108B,Nome não encontrado
Sódio,mg,"16,0",BRC1108B,Nome não encontrado
Magnésio,mg,170,BRC1108B,Nome não encontrado
Fósforo,mg,440,BRC1108B,Nome não encontrado
Potássio,mg,1440,BRC1108B,Nome não encontrado
Manganês,mg,"2,30",BRC1108B,Nome não encontrado
Zinco,mg,"5,30",BRC1108B,Nome não encontrado
Cobre,mg,"0,91",BRC1108B,Nome não encontrado
Selênio,mcg,"5,00",BRC1108B,Nome não encontrado
Vitamina A (RE),mcg,,BRC1108B,Nome não encontrado
Vitamina A (RAE),mcg,"16,0",BRC1108B,Nome não encontrado
Vitamina D,mcg,"0,00",BRC1108B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,,BRC1108B,Nome não encontrado
Tiamina,mg,"0,34",BRC1108B,Nome não encontrado
Riboflavina,mg,"0,29",BRC1108B,Nome não encontrado
Niacina,mg,"3,06",BRC1108B,Nome não encontrado
Vitamina B6,mg,"0,65",BRC1108B,Nome não encontrado
Vitamina B12,mcg,"0,00",BRC1108B,Nome não encontrado
Vitamina C,mg,"21,0",BRC1108B,Nome não encontrado
Equivalente de folato,mcg,"10,00",BRC1108B,Nome não encontrado
Sal de adição,g,"0,00",BRC1108B,Nome não encontrado
Açúcar de adição,g,"0,00",BRC1108B,Nome não encontrado
Gordura de adição,g,-,BRC1108B,Nome não encontrado
Proteína vegetal,g,-,BRC1108B,Nome não encontrado
Proteína animal,g,-,BRC1108B,Nome não encontrado
