componente,unidade,Valor por 100g,Porção Média (70 g),codigo_alimento,nome_alimento
Energia,kJ,463,324,BRC0409A,Nome não encontrado
Energia,kcal,109,76,BRC0409A,Nome não encontrado
Umidade,g,"71,7","50,2",BRC0409A,Nome não encontrado
Carboidrato total,g,"24,7","17,3",BRC0409A,Nome não encontrado
Carboidrato disponível,g,"22,7","15,9",BRC0409A,Nome não encontrado
Proteína,g,"2,16","1,51",BRC0409A,Nome não encontrado
Lipídios,g,"0,68","0,48",BRC0409A,Nome não encontrado
Fibra alimentar,g,"2,05","1,44",BRC0409A,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0409A,Nome não encontrado
Cinzas,g,"0,76","0,53",BRC0409A,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0409A,Nome não encontrado
Ácidos graxos saturados,g,"0,20","0,14",BRC0409A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,20","0,14",BRC0409A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,30","0,21",BRC0409A,Nome não encontrado
Ácidos graxos trans,g,,,BRC0409A,Nome não encontrado
Cálcio,mg,"1,54","1,08",BRC0409A,Nome não encontrado
Ferro,mg,"1,18","0,82",BRC0409A,Nome não encontrado
Sódio,mg,247,173,BRC0409A,Nome não encontrado
Magnésio,mg,"2,72","1,90",BRC0409A,Nome não encontrado
Fósforo,mg,"23,2","16,2",BRC0409A,Nome não encontrado
Potássio,mg,"10,9","7,60",BRC0409A,Nome não encontrado
Manganês,mg,"0,02","0,02",BRC0409A,Nome não encontrado
Zinco,mg,"0,20","0,14",BRC0409A,Nome não encontrado
Cobre,mg,traços,traços,BRC0409A,Nome não encontrado
Selênio,mcg,"1,18","0,83",BRC0409A,Nome não encontrado
Vitamina A (RE),mcg,"9,22","6,45",BRC0409A,Nome não encontrado
Vitamina A (RAE),mcg,"4,61","3,23",BRC0409A,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0409A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,07","0,05",BRC0409A,Nome não encontrado
Tiamina,mg,traços,traços,BRC0409A,Nome não encontrado
Riboflavina,mg,traços,traços,BRC0409A,Nome não encontrado
Niacina,mg,traços,traços,BRC0409A,Nome não encontrado
Vitamina B6,mg,"0,06","0,04",BRC0409A,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0409A,Nome não encontrado
Vitamina C,mg,traços,traços,BRC0409A,Nome não encontrado
Equivalente de folato,mcg,"65,7","46,0",BRC0409A,Nome não encontrado
Sal de adição,g,,,BRC0409A,Nome não encontrado
Açúcar de adição,g,,,BRC0409A,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0409A,Nome não encontrado
Proteína vegetal,g,"2,16","1,51",BRC0409A,Nome não encontrado
Proteína animal,g,"0,00","0,00",BRC0409A,Nome não encontrado
