componente,unidade,Valor por 100g,Colher servir cheia (55 g),codigo_alimento,nome_alimento
Energia,kJ,185,101,BRC0425N,Nome não encontrado
Energia,kcal,44,24,BRC0425N,Nome não encontrado
Umidade,g,"88,0","48,4",BRC0425N,Nome não encontrado
Carboidrato total,g,"10,7","5,89",BRC0425N,Nome não encontrado
Carboidrato disponível,g,"8,89","4,89",BRC0425N,Nome não encontrado
Proteína,g,"0,57","0,31",BRC0425N,Nome não encontrado
Lipídios,g,"0,25","0,14",BRC0425N,Nome não encontrado
Fibra alimentar,g,"1,83","1,01",BRC0425N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0425N,Nome não encontrado
Cinzas,g,"0,44","0,24",BRC0425N,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0425N,Nome não encontrado
Ácidos graxos saturados,g,"0,08","0,04",BRC0425N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,07","0,04",BRC0425N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,06","0,03",BRC0425N,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0425N,Nome não encontrado
Cálcio,mg,"18,3","10,1",BRC0425N,Nome não encontrado
Ferro,mg,"0,21","0,12",BRC0425N,Nome não encontrado
Sódio,mg,"2,44","1,34",BRC0425N,Nome não encontrado
Magnésio,mg,"16,6","9,11",BRC0425N,Nome não encontrado
Fósforo,mg,"10,8","5,92",BRC0425N,Nome não encontrado
Potássio,mg,173,"95,7",BRC0425N,Nome não encontrado
Manganês,mg,"0,03","0,01",BRC0425N,Nome não encontrado
Zinco,mg,"0,07","0,04",BRC0425N,Nome não encontrado
Cobre,mg,"0,69","0,38",BRC0425N,Nome não encontrado
Selênio,mcg,"0,30","0,17",BRC0425N,Nome não encontrado
Vitamina A (RE),mcg,"70,0","38,5",BRC0425N,Nome não encontrado
Vitamina A (RAE),mcg,"35,0","19,3",BRC0425N,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0425N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,29","0,16",BRC0425N,Nome não encontrado
Tiamina,mg,"0,03","0,02",BRC0425N,Nome não encontrado
Riboflavina,mg,"0,04","0,02",BRC0425N,Nome não encontrado
Niacina,mg,"0,52","0,28",BRC0425N,Nome não encontrado
Vitamina B6,mg,"0,00","0,00",BRC0425N,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0425N,Nome não encontrado
Vitamina C,mg,"80,4","44,2",BRC0425N,Nome não encontrado
Equivalente de folato,mcg,"37,2","20,4",BRC0425N,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0425N,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0425N,Nome não encontrado
Gordura de adição,g,-,-,BRC0425N,Nome não encontrado
Proteína vegetal,g,-,-,BRC0425N,Nome não encontrado
Proteína animal,g,-,-,BRC0425N,Nome não encontrado
