componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (170 g),codigo_alimento,nome_alimento
Energia,kJ,185,314,BRC0024C,Nome não encontrado
Energia,kcal,44,74,BRC0024C,Nome não encontrado
Umidade,g,"88,0",149,BRC0024C,Nome não encontrado
Carboidrato total,g,"10,7","18,2",BRC0024C,Nome não encontrado
Carboidrato disponível,g,"8,89","15,1",BRC0024C,Nome não encontrado
Proteína,g,"0,57","0,97",BRC0024C,Nome não encontrado
Lipídios,g,"0,25","0,43",BRC0024C,Nome não encontrado
Fibra alimentar,g,"1,83","3,11",BRC0024C,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0024C,Nome não encontrado
Cinzas,g,"0,44","0,75",BRC0024C,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0024C,Nome não encontrado
Ácidos graxos saturados,g,"0,08","0,14",BRC0024C,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,07","0,12",BRC0024C,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,06","0,10",BRC0024C,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0024C,Nome não encontrado
Cálcio,mg,"18,3","31,1",BRC0024C,Nome não encontrado
Ferro,mg,"0,21","0,36",BRC0024C,Nome não encontrado
Sódio,mg,"2,44","4,15",BRC0024C,Nome não encontrado
Magnésio,mg,"16,6","28,2",BRC0024C,Nome não encontrado
Fósforo,mg,"10,8","18,3",BRC0024C,Nome não encontrado
Potássio,mg,173,295,BRC0024C,Nome não encontrado
Manganês,mg,"0,03","0,04",BRC0024C,Nome não encontrado
Zinco,mg,"0,07","0,12",BRC0024C,Nome não encontrado
Cobre,mg,"0,69","1,17",BRC0024C,Nome não encontrado
Selênio,mcg,"0,30","0,51",BRC0024C,Nome não encontrado
Vitamina A (RE),mcg,115,195,BRC0024C,Nome não encontrado
Vitamina A (RAE),mcg,"57,5","97,8",BRC0024C,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0024C,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,29","0,49",BRC0024C,Nome não encontrado
Tiamina,mg,"0,03","0,05",BRC0024C,Nome não encontrado
Riboflavina,mg,"0,04","0,06",BRC0024C,Nome não encontrado
Niacina,mg,"0,52","0,88",BRC0024C,Nome não encontrado
Vitamina B6,mg,traços,traços,BRC0024C,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0024C,Nome não encontrado
Vitamina C,mg,"80,4",136,BRC0024C,Nome não encontrado
Equivalente de folato,mcg,"37,2","63,2",BRC0024C,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0024C,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0024C,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0024C,Nome não encontrado
Proteína vegetal,g,"0,57","0,97",BRC0024C,Nome não encontrado
Proteína animal,g,"0,00","0,00",BRC0024C,Nome não encontrado
