componente,unidade,Valor por 100g,Copo americano duplo (240 mL),Copo americano pequeno (165 mL),codigo_alimento,nome_alimento
Energia,kJ,27,64,44,BRC0149C,Nome não encontrado
Energia,kcal,6,15,10,BRC0149C,Nome não encontrado
Umidade,g,"98,2",235,162,BRC0149C,Nome não encontrado
Carboidrato total,g,"1,45","3,48","2,39",BRC0149C,Nome não encontrado
Carboidrato disponível,g,"1,08","2,59","1,78",BRC0149C,Nome não encontrado
Proteína,g,"0,15","0,36","0,25",BRC0149C,Nome não encontrado
Lipídios,g,"0,08","0,19","0,13",BRC0149C,Nome não encontrado
Fibra alimentar,g,"0,37","0,89","0,61",BRC0149C,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0149C,Nome não encontrado
Cinzas,g,"0,07","0,18","0,12",BRC0149C,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0149C,Nome não encontrado
Ácidos graxos saturados,g,"0,02","0,04","0,03",BRC0149C,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,02","0,05","0,04",BRC0149C,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,02","0,06","0,04",BRC0149C,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00","0,00",BRC0149C,Nome não encontrado
Cálcio,mg,"7,74","18,6","12,8",BRC0149C,Nome não encontrado
Ferro,mg,traços,traços,traços,BRC0149C,Nome não encontrado
Sódio,mg,"0,14","0,34","0,23",BRC0149C,Nome não encontrado
Magnésio,mg,"2,29","5,51","3,79",BRC0149C,Nome não encontrado
Fósforo,mg,"4,50","10,8","7,42",BRC0149C,Nome não encontrado
Potássio,mg,"29,2","70,0","48,1",BRC0149C,Nome não encontrado
Manganês,mg,"0,01","0,03","0,02",BRC0149C,Nome não encontrado
Zinco,mg,"0,02","0,06","0,04",BRC0149C,Nome não encontrado
Cobre,mg,"0,01","0,03","0,02",BRC0149C,Nome não encontrado
Selênio,mcg,"0,12","0,29","0,20",BRC0149C,Nome não encontrado
Vitamina A (RE),mcg,"42,3",101,"69,9",BRC0149C,Nome não encontrado
Vitamina A (RAE),mcg,"21,2","50,8","34,9",BRC0149C,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0149C,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,,,,BRC0149C,Nome não encontrado
Tiamina,mg,traços,traços,traços,BRC0149C,Nome não encontrado
Riboflavina,mg,"0,01","0,03","0,02",BRC0149C,Nome não encontrado
Niacina,mg,"0,15","0,35","0,24",BRC0149C,Nome não encontrado
Vitamina B6,mg,traços,traços,traços,BRC0149C,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0149C,Nome não encontrado
Vitamina C,mg,316,760,522,BRC0149C,Nome não encontrado
Equivalente de folato,mcg,"2,87","6,89","4,73",BRC0149C,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0149C,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0149C,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0149C,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0149C,Nome não encontrado
Proteína animal,g,-,-,-,BRC0149C,Nome não encontrado
