componente,unidade,Valor por 100g,Porção Média (150 g),codigo_alimento,nome_alimento
Energia,kJ,897,1344,BRC0207T,Nome não encontrado
Energia,kcal,212,318,BRC0207T,Nome não encontrado
Umidade,g,"45,0","67,5",BRC0207T,Nome não encontrado
Carboidrato total,g,"26,0","39,1",BRC0207T,Nome não encontrado
Carboidrato disponível,g,"21,7","32,6",BRC0207T,Nome não encontrado
Proteína,g,"22,1","33,1",BRC0207T,Nome não encontrado
Lipídios,g,"3,18","4,77",BRC0207T,Nome não encontrado
Fibra alimentar,g,"4,32","6,47",BRC0207T,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0207T,Nome não encontrado
Cinzas,g,"3,66","5,49",BRC0207T,Nome não encontrado
Colesterol,mg,"20,7","31,0",BRC0207T,Nome não encontrado
Ácidos graxos saturados,g,"0,65","0,98",BRC0207T,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,91","1,37",BRC0207T,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,93","2,89",BRC0207T,Nome não encontrado
Ácidos graxos trans,g,"0,02","0,03",BRC0207T,Nome não encontrado
Cálcio,mg,"53,2","79,8",BRC0207T,Nome não encontrado
Ferro,mg,"4,25","6,37",BRC0207T,Nome não encontrado
Sódio,mg,415,623,BRC0207T,Nome não encontrado
Magnésio,mg,"15,7","23,6",BRC0207T,Nome não encontrado
Fósforo,mg,234,352,BRC0207T,Nome não encontrado
Potássio,mg,"65,7","98,5",BRC0207T,Nome não encontrado
Manganês,mg,"0,15","0,22",BRC0207T,Nome não encontrado
Zinco,mg,"1,24","1,85",BRC0207T,Nome não encontrado
Cobre,mg,"0,04","0,06",BRC0207T,Nome não encontrado
Selênio,mcg,"3,64","5,46",BRC0207T,Nome não encontrado
Vitamina A (RE),mcg,"39,8","59,7",BRC0207T,Nome não encontrado
Vitamina A (RAE),mcg,"22,3","33,4",BRC0207T,Nome não encontrado
Vitamina D,mcg,"0,11","0,17",BRC0207T,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,17","0,25",BRC0207T,Nome não encontrado
Tiamina,mg,"0,03","0,04",BRC0207T,Nome não encontrado
Riboflavina,mg,"0,04","0,05",BRC0207T,Nome não encontrado
Niacina,mg,"0,36","0,54",BRC0207T,Nome não encontrado
Vitamina B6,mg,"0,04","0,06",BRC0207T,Nome não encontrado
Vitamina B12,mcg,"0,05","0,07",BRC0207T,Nome não encontrado
Vitamina C,mg,"0,59","0,89",BRC0207T,Nome não encontrado
Equivalente de folato,mcg,"4,48","6,72",BRC0207T,Nome não encontrado
Sal de adição,g,"0,45","0,68",BRC0207T,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0207T,Nome não encontrado
Gordura de adição,g,-,-,BRC0207T,Nome não encontrado
Proteína vegetal,g,-,-,BRC0207T,Nome não encontrado
Proteína animal,g,-,-,BRC0207T,Nome não encontrado
