componente,unidade,Valor por 100g,codigo_alimento,nome_alimento
Energia,kJ,682,BRC1007B,Nome não encontrado
Energia,kcal,166,BRC1007B,Nome não encontrado
Umidade,g,"73,6",BRC1007B,Nome não encontrado
Carboidrato total,g,"7,79",BRC1007B,Nome não encontrado
Carboidrato disponível,g,"2,63",BRC1007B,Nome não encontrado
Proteína,g,"1,76",BRC1007B,Nome não encontrado
Lipídios,g,"15,3",BRC1007B,Nome não encontrado
Fibra alimentar,g,"5,16",BRC1007B,Nome não encontrado
Álcool,g,"0,00",BRC1007B,Nome não encontrado
Cinzas,g,"1,56",BRC1007B,Nome não encontrado
Colesterol,mg,"0,00",BRC1007B,Nome não encontrado
Ácidos graxos saturados,g,"2,24",BRC1007B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"10,6",BRC1007B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,76",BRC1007B,Nome não encontrado
Ácidos graxos trans,g,"0,00",BRC1007B,Nome não encontrado
Cálcio,mg,"13,7",BRC1007B,Nome não encontrado
Ferro,mg,"0,53",BRC1007B,Nome não encontrado
Sódio,mg,133,BRC1007B,Nome não encontrado
Magnésio,mg,"23,5",BRC1007B,Nome não encontrado
Fósforo,mg,"45,4",BRC1007B,Nome não encontrado
Potássio,mg,388,BRC1007B,Nome não encontrado
Manganês,mg,"0,06",BRC1007B,Nome não encontrado
Zinco,mg,"0,50",BRC1007B,Nome não encontrado
Cobre,mg,"0,15",BRC1007B,Nome não encontrado
Selênio,mcg,"0,36",BRC1007B,Nome não encontrado
Vitamina A (RE),mcg,"18,2",BRC1007B,Nome não encontrado
Vitamina A (RAE),mcg,"15,5",BRC1007B,Nome não encontrado
Vitamina D,mcg,"0,00",BRC1007B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"2,48",BRC1007B,Nome não encontrado
Tiamina,mg,"0,07",BRC1007B,Nome não encontrado
Riboflavina,mg,"0,10",BRC1007B,Nome não encontrado
Niacina,mg,"1,23",BRC1007B,Nome não encontrado
Vitamina B6,mg,"0,20",BRC1007B,Nome não encontrado
Vitamina B12,mcg,"0,00",BRC1007B,Nome não encontrado
Vitamina C,mg,"11,2",BRC1007B,Nome não encontrado
Equivalente de folato,mcg,"60,9",BRC1007B,Nome não encontrado
Sal de adição,g,"0,32",BRC1007B,Nome não encontrado
Açúcar de adição,g,"0,00",BRC1007B,Nome não encontrado
Gordura de adição,g,-,BRC1007B,Nome não encontrado
Proteína vegetal,g,-,BRC1007B,Nome não encontrado
Proteína animal,g,-,BRC1007B,Nome não encontrado
