componente,unidade,Valor por 100g,Colher servir cheia (55 g),Colher servir rasa (40 g),codigo_alimento,nome_alimento
Energia,kJ,730,401,291,BRC0727A,Nome não encontrado
Energia,kcal,173,95,69,BRC0727A,Nome não encontrado
Umidade,g,"62,4","34,3","25,0",BRC0727A,Nome não encontrado
Carboidrato total,g,"24,4","13,4","9,77",BRC0727A,Nome não encontrado
Carboidrato disponível,g,"20,9","11,5","8,35",BRC0727A,Nome não encontrado
Proteína,g,"2,42","1,33","0,97",BRC0727A,Nome não encontrado
Lipídios,g,"10,4","5,70","4,14",BRC0727A,Nome não encontrado
Fibra alimentar,g,"3,55","1,95","1,42",BRC0727A,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0727A,Nome não encontrado
Cinzas,g,"0,40","0,22","0,16",BRC0727A,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0727A,Nome não encontrado
Ácidos graxos saturados,g,"0,38","0,21","0,15",BRC0727A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,46","0,25","0,18",BRC0727A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,12","0,62","0,45",BRC0727A,Nome não encontrado
Ácidos graxos trans,g,"0,01","0,00","0,00",BRC0727A,Nome não encontrado
Cálcio,mg,"14,4","7,92","5,76",BRC0727A,Nome não encontrado
Ferro,mg,"0,42","0,23","0,17",BRC0727A,Nome não encontrado
Sódio,mg,"1,62","0,89","0,65",BRC0727A,Nome não encontrado
Magnésio,mg,"25,8","14,2","10,3",BRC0727A,Nome não encontrado
Fósforo,mg,"26,7","14,7","10,7",BRC0727A,Nome não encontrado
Potássio,mg,"76,1","41,8","30,4",BRC0727A,Nome não encontrado
Manganês,mg,"0,87","0,48","0,35",BRC0727A,Nome não encontrado
Zinco,mg,"0,54","0,30","0,21",BRC0727A,Nome não encontrado
Cobre,mg,"0,21","0,11","0,08",BRC0727A,Nome não encontrado
Selênio,mcg,"1,19","0,65","0,48",BRC0727A,Nome não encontrado
Vitamina A (RE),mcg,"0,00","0,00","0,00",BRC0727A,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00","0,00",BRC0727A,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0727A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,28","0,16","0,11",BRC0727A,Nome não encontrado
Tiamina,mg,"0,04","0,02","0,02",BRC0727A,Nome não encontrado
Riboflavina,mg,"0,10","0,06","0,04",BRC0727A,Nome não encontrado
Niacina,mg,"0,54","0,30","0,22",BRC0727A,Nome não encontrado
Vitamina B6,mg,"0,04","0,02","0,01",BRC0727A,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0727A,Nome não encontrado
Vitamina C,mg,"4,53","2,49","1,81",BRC0727A,Nome não encontrado
Equivalente de folato,mcg,"4,66","2,56","1,86",BRC0727A,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0727A,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0727A,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0727A,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0727A,Nome não encontrado
Proteína animal,g,-,-,-,BRC0727A,Nome não encontrado
