componente,unidade,Valor por 100g,codigo_alimento,nome_alimento
Energia,kJ,602,BRC0281C,Nome não encontrado
Energia,kcal,142,BRC0281C,Nome não encontrado
Umidade,g,"62,7",BRC0281C,Nome não encontrado
Carboidrato total,g,"34,6",BRC0281C,Nome não encontrado
Carboidrato disponível,g,"32,2",BRC0281C,Nome não encontrado
Proteína,g,"1,50",BRC0281C,Nome não encontrado
Lipídios,g,"0,25",BRC0281C,Nome não encontrado
Fibra alimentar,g,"2,45",BRC0281C,Nome não encontrado
Álcool,g,"0,00",BRC0281C,Nome não encontrado
Cinzas,g,"0,86",BRC0281C,Nome não encontrado
Colesterol,mg,"0,00",BRC0281C,Nome não encontrado
Ácidos graxos saturados,g,"0,08",BRC0281C,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,00",BRC0281C,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,01",BRC0281C,Nome não encontrado
Ácidos graxos trans,g,"0,00",BRC0281C,Nome não encontrado
Cálcio,mg,"11,3",BRC0281C,Nome não encontrado
Ferro,mg,"0,48",BRC0281C,Nome não encontrado
Sódio,mg,"0,61",BRC0281C,Nome não encontrado
Magnésio,mg,"32,6",BRC0281C,Nome não encontrado
Fósforo,mg,"28,7",BRC0281C,Nome não encontrado
Potássio,mg,322,BRC0281C,Nome não encontrado
Manganês,mg,"0,65",BRC0281C,Nome não encontrado
Zinco,mg,"0,20",BRC0281C,Nome não encontrado
Cobre,mg,"0,08",BRC0281C,Nome não encontrado
Selênio,mcg,"0,10",BRC0281C,Nome não encontrado
Vitamina A (RE),mcg,"63,4",BRC0281C,Nome não encontrado
Vitamina A (RAE),mcg,"31,8",BRC0281C,Nome não encontrado
Vitamina D,mcg,"0,00",BRC0281C,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,08",BRC0281C,Nome não encontrado
Tiamina,mg,"0,01",BRC0281C,Nome não encontrado
Riboflavina,mg,"0,01",BRC0281C,Nome não encontrado
Niacina,mg,"0,01",BRC0281C,Nome não encontrado
Vitamina B6,mg,"0,13",BRC0281C,Nome não encontrado
Vitamina B12,mcg,"0,00",BRC0281C,Nome não encontrado
Vitamina C,mg,"10,9",BRC0281C,Nome não encontrado
Equivalente de folato,mcg,"15,5",BRC0281C,Nome não encontrado
Sal de adição,g,"4,50",BRC0281C,Nome não encontrado
Açúcar de adição,g,"0,00",BRC0281C,Nome não encontrado
Gordura de adição,g,-,BRC0281C,Nome não encontrado
Proteína vegetal,g,-,BRC0281C,Nome não encontrado
Proteína animal,g,-,BRC0281C,Nome não encontrado
