componente,unidade,Valor por 100g,Colher sopa cheia (10 g),Colher sopa rasa (5 g),codigo_alimento,nome_alimento
Energia,kJ,82,8,4,BRC0033B,Nome não encontrado
Energia,kcal,20,1,0,BRC0033B,Nome não encontrado
Umidade,g,"93,8","9,38","4,69",BRC0033B,Nome não encontrado
Carboidrato total,g,"4,42","0,44","0,22",BRC0033B,Nome não encontrado
Carboidrato disponível,g,"2,50","0,25","0,12",BRC0033B,Nome não encontrado
Proteína,g,"1,12","0,11","0,06",BRC0033B,Nome não encontrado
Lipídios,g,"0,14","0,01","0,01",BRC0033B,Nome não encontrado
Fibra alimentar,g,"1,92","0,19","0,10",BRC0033B,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0033B,Nome não encontrado
Cinzas,g,"0,48","0,05","0,02",BRC0033B,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0033B,Nome não encontrado
Ácidos graxos saturados,g,"0,05","0,00","0,00",BRC0033B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,02","0,00","0,00",BRC0033B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,02","0,00","0,00",BRC0033B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00","0,00",BRC0033B,Nome não encontrado
Cálcio,mg,"39,3","3,93","1,96",BRC0033B,Nome não encontrado
Ferro,mg,"0,15","0,01","0,01",BRC0033B,Nome não encontrado
Sódio,mg,"3,32","0,33","0,17",BRC0033B,Nome não encontrado
Magnésio,mg,"11,3","1,13","0,56",BRC0033B,Nome não encontrado
Fósforo,mg,"16,7","1,67","0,83",BRC0033B,Nome não encontrado
Potássio,mg,208,"20,8","10,4",BRC0033B,Nome não encontrado
Manganês,mg,"0,16","0,02","0,01",BRC0033B,Nome não encontrado
Zinco,mg,"0,18","0,02","0,01",BRC0033B,Nome não encontrado
Cobre,mg,"0,05","0,01","0,00",BRC0033B,Nome não encontrado
Selênio,mcg,"0,00","0,00","0,00",BRC0033B,Nome não encontrado
Vitamina A (RE),mcg,100,"10,0","5,02",BRC0033B,Nome não encontrado
Vitamina A (RAE),mcg,"50,2","5,02","2,51",BRC0033B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0033B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,21","0,02","0,01",BRC0033B,Nome não encontrado
Tiamina,mg,traços,traços,traços,BRC0033B,Nome não encontrado
Riboflavina,mg,"0,04","0,00","0,00",BRC0033B,Nome não encontrado
Niacina,mg,traços,traços,traços,BRC0033B,Nome não encontrado
Vitamina B6,mg,"0,07","0,01","0,00",BRC0033B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0033B,Nome não encontrado
Vitamina C,mg,"22,0","2,20","1,10",BRC0033B,Nome não encontrado
Equivalente de folato,mcg,"34,1","3,41","1,70",BRC0033B,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0033B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0033B,Nome não encontrado
Gordura de adição,g,"0,00","0,00","0,00",BRC0033B,Nome não encontrado
Proteína vegetal,g,"1,12","0,11","0,06",BRC0033B,Nome não encontrado
Proteína animal,g,"0,00","0,00","0,00",BRC0033B,Nome não encontrado
