componente,unidade,Valor por 100g,Copo americano duplo (240 mL),Copo americano pequeno (165 mL),codigo_alimento,nome_alimento
Energia,kJ,276,661,455,BRC0154C,Nome não encontrado
Energia,kcal,65,156,107,BRC0154C,Nome não encontrado
Umidade,g,"82,8",198,136,BRC0154C,Nome não encontrado
Carboidrato total,g,"15,9","38,2","26,3",BRC0154C,Nome não encontrado
Carboidrato disponível,g,"14,4","34,6","23,8",BRC0154C,Nome não encontrado
Proteína,g,"0,73","1,76","1,21",BRC0154C,Nome não encontrado
Lipídios,g,"0,16","0,39","0,27",BRC0154C,Nome não encontrado
Fibra alimentar,g,"1,50","3,60","2,47",BRC0154C,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0154C,Nome não encontrado
Cinzas,g,"0,40","0,95","0,65",BRC0154C,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0154C,Nome não encontrado
Ácidos graxos saturados,g,"0,01","0,03","0,02",BRC0154C,Nome não encontrado
Ácidos graxos monoinsaturados,g,traços,traços,traços,BRC0154C,Nome não encontrado
Ácidos graxos poliinsaturados,g,traços,traços,traços,BRC0154C,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00","0,00",BRC0154C,Nome não encontrado
Cálcio,mg,"16,6","39,8","27,4",BRC0154C,Nome não encontrado
Ferro,mg,"0,13","0,31","0,22",BRC0154C,Nome não encontrado
Sódio,mg,"0,89","2,13","1,46",BRC0154C,Nome não encontrado
Magnésio,mg,"11,9","28,5","19,6",BRC0154C,Nome não encontrado
Fósforo,mg,"15,1","36,2","24,9",BRC0154C,Nome não encontrado
Potássio,mg,152,366,251,BRC0154C,Nome não encontrado
Manganês,mg,"0,13","0,30","0,21",BRC0154C,Nome não encontrado
Zinco,mg,"0,09","0,22","0,15",BRC0154C,Nome não encontrado
Cobre,mg,"0,04","0,08","0,06",BRC0154C,Nome não encontrado
Selênio,mcg,"0,21","0,51","0,35",BRC0154C,Nome não encontrado
Vitamina A (RE),mcg,"6,66","16,0","11,0",BRC0154C,Nome não encontrado
Vitamina A (RAE),mcg,"3,33","7,99","5,49",BRC0154C,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0154C,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,20","0,48","0,33",BRC0154C,Nome não encontrado
Tiamina,mg,"0,04","0,09","0,06",BRC0154C,Nome não encontrado
Riboflavina,mg,"0,02","0,06","0,04",BRC0154C,Nome não encontrado
Niacina,mg,traços,traços,traços,BRC0154C,Nome não encontrado
Vitamina B6,mg,"0,04","0,09","0,06",BRC0154C,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0154C,Nome não encontrado
Vitamina C,mg,"26,9","64,4","44,3",BRC0154C,Nome não encontrado
Equivalente de folato,mcg,"19,2","46,1","31,7",BRC0154C,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0154C,Nome não encontrado
Açúcar de adição,g,"5,00","12,0","8,25",BRC0154C,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0154C,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0154C,Nome não encontrado
Proteína animal,g,-,-,-,BRC0154C,Nome não encontrado
