componente,unidade,Valor por 100g,Colher sopa cheia (22 g),Colher sopa rasa (14 g),codigo_alimento,nome_alimento
Energia,kJ,1277,280,178,BRC0013T,Nome não encontrado
Energia,kcal,303,66,42,BRC0013T,Nome não encontrado
Umidade,g,"12,0","2,63","1,67",BRC0013T,Nome não encontrado
Carboidrato total,g,"62,2","13,7","8,71",BRC0013T,Nome não encontrado
Carboidrato disponível,g,"41,6","9,15","5,82",BRC0013T,Nome não encontrado
Proteína,g,"20,9","4,60","2,93",BRC0013T,Nome não encontrado
Lipídios,g,"1,33","0,29","0,19",BRC0013T,Nome não encontrado
Fibra alimentar,g,"20,6","4,54","2,89",BRC0013T,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0013T,Nome não encontrado
Cinzas,g,"3,58","0,79","0,50",BRC0013T,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0013T,Nome não encontrado
Ácidos graxos saturados,g,"0,60","0,13","0,08",BRC0013T,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,10","0,02","0,01",BRC0013T,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,70","0,15","0,10",BRC0013T,Nome não encontrado
Ácidos graxos trans,g,,,,BRC0013T,Nome não encontrado
Cálcio,mg,"67,7","14,9","9,47",BRC0013T,Nome não encontrado
Ferro,mg,"5,32","1,17","0,74",BRC0013T,Nome não encontrado
Sódio,mg,"24,1","5,31","3,38",BRC0013T,Nome não encontrado
Magnésio,mg,184,"40,6","25,8",BRC0013T,Nome não encontrado
Fósforo,mg,393,"86,6","55,1",BRC0013T,Nome não encontrado
Potássio,mg,1108,243,155,BRC0013T,Nome não encontrado
Manganês,mg,"1,08","0,24","0,15",BRC0013T,Nome não encontrado
Zinco,mg,"3,98","0,88","0,56",BRC0013T,Nome não encontrado
Cobre,mg,"0,60","0,13","0,08",BRC0013T,Nome não encontrado
Selênio,mcg,"0,10","0,02","0,01",BRC0013T,Nome não encontrado
Vitamina A (RE),mcg,,,,BRC0013T,Nome não encontrado
Vitamina A (RAE),mcg,,,,BRC0013T,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0013T,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,23","0,05","0,03",BRC0013T,Nome não encontrado
Tiamina,mg,"0,16","0,04","0,02",BRC0013T,Nome não encontrado
Riboflavina,mg,"0,03","0,01","0,00",BRC0013T,Nome não encontrado
Niacina,mg,"3,92","0,86","0,55",BRC0013T,Nome não encontrado
Vitamina B6,mg,traços,traços,traços,BRC0013T,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0013T,Nome não encontrado
Vitamina C,mg,traços,traços,traços,BRC0013T,Nome não encontrado
Equivalente de folato,mcg,521,114,"73,0",BRC0013T,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0013T,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0013T,Nome não encontrado
Gordura de adição,g,"0,00","0,00","0,00",BRC0013T,Nome não encontrado
Proteína vegetal,g,"20,9","4,60","2,93",BRC0013T,Nome não encontrado
Proteína animal,g,"0,00","0,00","0,00",BRC0013T,Nome não encontrado
