componente,unidade,Valor por 100g,Colher sopa cheia (27 g),Colher sopa rasa (19 g),codigo_alimento,nome_alimento
Energia,kJ,327,88,62,BRC0046B,Nome não encontrado
Energia,kcal,77,20,14,BRC0046B,Nome não encontrado
Umidade,g,"78,9","21,3","15,0",BRC0046B,Nome não encontrado
Carboidrato total,g,"18,9","5,09","3,58",BRC0046B,Nome não encontrado
Carboidrato disponível,g,"16,2","4,38","3,08",BRC0046B,Nome não encontrado
Proteína,g,"1,53","0,41","0,29",BRC0046B,Nome não encontrado
Lipídios,g,"0,11","0,03","0,02",BRC0046B,Nome não encontrado
Fibra alimentar,g,"2,64","0,71","0,50",BRC0046B,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0046B,Nome não encontrado
Cinzas,g,"0,62","0,17","0,12",BRC0046B,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0046B,Nome não encontrado
Ácidos graxos saturados,g,"0,03","0,01","0,01",BRC0046B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,01","0,00","0,00",BRC0046B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,07","0,02","0,01",BRC0046B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00","0,00",BRC0046B,Nome não encontrado
Cálcio,mg,"5,17","1,40","0,98",BRC0046B,Nome não encontrado
Ferro,mg,"0,31","0,08","0,06",BRC0046B,Nome não encontrado
Sódio,mg,"1,01","0,27","0,19",BRC0046B,Nome não encontrado
Magnésio,mg,"14,8","4,01","2,82",BRC0046B,Nome não encontrado
Fósforo,mg,"27,8","7,51","5,28",BRC0046B,Nome não encontrado
Potássio,mg,203,"54,9","38,6",BRC0046B,Nome não encontrado
Manganês,mg,"0,02","0,01","0,00",BRC0046B,Nome não encontrado
Zinco,mg,"0,24","0,06","0,05",BRC0046B,Nome não encontrado
Cobre,mg,"0,11","0,03","0,02",BRC0046B,Nome não encontrado
Selênio,mcg,"0,50","0,13","0,09",BRC0046B,Nome não encontrado
Vitamina A (RE),mcg,"13,7","3,69","2,60",BRC0046B,Nome não encontrado
Vitamina A (RAE),mcg,"6,84","1,85","1,30",BRC0046B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0046B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,38","0,10","0,07",BRC0046B,Nome não encontrado
Tiamina,mg,"0,12","0,03","0,02",BRC0046B,Nome não encontrado
Riboflavina,mg,traços,traços,traços,BRC0046B,Nome não encontrado
Niacina,mg,traços,traços,traços,BRC0046B,Nome não encontrado
Vitamina B6,mg,"0,12","0,03","0,02",BRC0046B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0046B,Nome não encontrado
Vitamina C,mg,traços,traços,traços,BRC0046B,Nome não encontrado
Equivalente de folato,mcg,"11,3","3,05","2,15",BRC0046B,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0046B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0046B,Nome não encontrado
Gordura de adição,g,"0,00","0,00","0,00",BRC0046B,Nome não encontrado
Proteína vegetal,g,"1,53","0,41","0,29",BRC0046B,Nome não encontrado
Proteína animal,g,"0,00","0,00","0,00",BRC0046B,Nome não encontrado
