componente,unidade,Valor por 100g,Colher sopa cheia (16 g),Colher sopa rasa (11 g),codigo_alimento,nome_alimento
Energia,kJ,73,11,8,BRC0006B,Nome não encontrado
Energia,kcal,17,2,1,BRC0006B,Nome não encontrado
Umidade,g,"94,6","15,1","10,4",BRC0006B,Nome não encontrado
Carboidrato total,g,"3,71","0,59","0,41",BRC0006B,Nome não encontrado
Carboidrato disponível,g,"2,43","0,39","0,27",BRC0006B,Nome não encontrado
Proteína,g,"1,01","0,16","0,11",BRC0006B,Nome não encontrado
Lipídios,g,"0,12","0,02","0,01",BRC0006B,Nome não encontrado
Fibra alimentar,g,"1,28","0,21","0,14",BRC0006B,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0006B,Nome não encontrado
Cinzas,g,"0,57","0,09","0,06",BRC0006B,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0006B,Nome não encontrado
Ácidos graxos saturados,g,"0,03","0,00","0,00",BRC0006B,Nome não encontrado
Ácidos graxos monoinsaturados,g,traços,traços,traços,BRC0006B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,03","0,01","0,00",BRC0006B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00","0,00",BRC0006B,Nome não encontrado
Cálcio,mg,"13,4","2,14","1,47",BRC0006B,Nome não encontrado
Ferro,mg,"0,21","0,03","0,02",BRC0006B,Nome não encontrado
Sódio,mg,traços,traços,traços,BRC0006B,Nome não encontrado
Magnésio,mg,"17,7","2,83","1,94",BRC0006B,Nome não encontrado
Fósforo,mg,"28,3","4,54","3,12",BRC0006B,Nome não encontrado
Potássio,mg,224,"35,9","24,7",BRC0006B,Nome não encontrado
Manganês,mg,"0,08","0,01","0,01",BRC0006B,Nome não encontrado
Zinco,mg,"0,15","0,02","0,02",BRC0006B,Nome não encontrado
Cobre,mg,"0,06","0,01","0,01",BRC0006B,Nome não encontrado
Selênio,mcg,"0,10","0,02","0,01",BRC0006B,Nome não encontrado
Vitamina A (RE),mcg,"40,5","6,48","4,46",BRC0006B,Nome não encontrado
Vitamina A (RAE),mcg,"20,3","3,24","2,23",BRC0006B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0006B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,05","0,01","0,00",BRC0006B,Nome não encontrado
Tiamina,mg,traços,traços,traços,BRC0006B,Nome não encontrado
Riboflavina,mg,"0,05","0,01","0,01",BRC0006B,Nome não encontrado
Niacina,mg,traços,traços,traços,BRC0006B,Nome não encontrado
Vitamina B6,mg,"0,03","0,00","0,00",BRC0006B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0006B,Nome não encontrado
Vitamina C,mg,"5,87","0,94","0,65",BRC0006B,Nome não encontrado
Equivalente de folato,mcg,"24,9","3,98","2,74",BRC0006B,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0006B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0006B,Nome não encontrado
Gordura de adição,g,"0,00","0,00","0,00",BRC0006B,Nome não encontrado
Proteína vegetal,g,"1,01","0,16","0,11",BRC0006B,Nome não encontrado
Proteína animal,g,"0,00","0,00","0,00",BRC0006B,Nome não encontrado
