componente,unidade,Valor por 100g,Colher sopa cheia (14 g),Colher sopa rasa (8 g),codigo_alimento,nome_alimento
Energia,kJ,285,39,22,BRC0239B,Nome não encontrado
Energia,kcal,69,9,5,BRC0239B,Nome não encontrado
Umidade,g,"81,7","11,4","6,53",BRC0239B,Nome não encontrado
Carboidrato total,g,"9,82","1,37","0,79",BRC0239B,Nome não encontrado
Carboidrato disponível,g,"2,98","0,42","0,24",BRC0239B,Nome não encontrado
Proteína,g,"4,46","0,62","0,36",BRC0239B,Nome não encontrado
Lipídios,g,"2,79","0,39","0,22",BRC0239B,Nome não encontrado
Fibra alimentar,g,"6,84","0,96","0,55",BRC0239B,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0239B,Nome não encontrado
Cinzas,g,"1,26","0,18","0,10",BRC0239B,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0239B,Nome não encontrado
Ácidos graxos saturados,g,"0,53","0,07","0,04",BRC0239B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,45","0,06","0,04",BRC0239B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,41","0,20","0,11",BRC0239B,Nome não encontrado
Ácidos graxos trans,g,"0,01","0,00","0,00",BRC0239B,Nome não encontrado
Cálcio,mg,154,"21,7","12,4",BRC0239B,Nome não encontrado
Ferro,mg,"2,89","0,40","0,23",BRC0239B,Nome não encontrado
Sódio,mg,"1,84","0,26","0,15",BRC0239B,Nome não encontrado
Magnésio,mg,"45,3","6,34","3,62",BRC0239B,Nome não encontrado
Fósforo,mg,"83,1","11,6","6,65",BRC0239B,Nome não encontrado
Potássio,mg,451,"63,3","36,2",BRC0239B,Nome não encontrado
Manganês,mg,"1,01","0,14","0,08",BRC0239B,Nome não encontrado
Zinco,mg,"0,98","0,14","0,08",BRC0239B,Nome não encontrado
Cobre,mg,"0,25","0,03","0,02",BRC0239B,Nome não encontrado
Selênio,mcg,"0,62","0,09","0,05",BRC0239B,Nome não encontrado
Vitamina A (RE),mcg,1317,184,105,BRC0239B,Nome não encontrado
Vitamina A (RAE),mcg,658,"92,2","52,7",BRC0239B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0239B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"4,49","0,63","0,36",BRC0239B,Nome não encontrado
Tiamina,mg,traços,traços,traços,BRC0239B,Nome não encontrado
Riboflavina,mg,"0,13","0,02","0,01",BRC0239B,Nome não encontrado
Niacina,mg,traços,traços,traços,BRC0239B,Nome não encontrado
Vitamina B6,mg,"0,14","0,02","0,01",BRC0239B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0239B,Nome não encontrado
Vitamina C,mg,"16,6","2,33","1,33",BRC0239B,Nome não encontrado
Equivalente de folato,mcg,100,"14,0","8,02",BRC0239B,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0239B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0239B,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0239B,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0239B,Nome não encontrado
Proteína animal,g,-,-,-,BRC0239B,Nome não encontrado
