componente,unidade,Valor por 100g,Colher sopa cheia (20 g),Colher sopa rasa (15 g),codigo_alimento,nome_alimento
Energia,kJ,262,52,39,BRC0325B,Nome não encontrado
Energia,kcal,63,12,9,BRC0325B,Nome não encontrado
Umidade,g,"85,2","17,0","12,8",BRC0325B,Nome não encontrado
Carboidrato total,g,"9,55","1,91","1,43",BRC0325B,Nome não encontrado
Carboidrato disponível,g,"6,90","1,38","1,04",BRC0325B,Nome não encontrado
Proteína,g,"1,62","0,32","0,24",BRC0325B,Nome não encontrado
Lipídios,g,"2,60","0,52","0,39",BRC0325B,Nome não encontrado
Fibra alimentar,g,"2,65","0,53","0,40",BRC0325B,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0325B,Nome não encontrado
Cinzas,g,"1,06","0,21","0,16",BRC0325B,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0325B,Nome não encontrado
Ácidos graxos saturados,g,"0,39","0,08","0,06",BRC0325B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,90","0,38","0,29",BRC0325B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,27","0,05","0,04",BRC0325B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00","0,00",BRC0325B,Nome não encontrado
Cálcio,mg,"17,0","3,40","2,55",BRC0325B,Nome não encontrado
Ferro,mg,"0,38","0,08","0,06",BRC0325B,Nome não encontrado
Sódio,mg,135,"27,1","20,3",BRC0325B,Nome não encontrado
Magnésio,mg,"17,7","3,53","2,65",BRC0325B,Nome não encontrado
Fósforo,mg,"19,7","3,95","2,96",BRC0325B,Nome não encontrado
Potássio,mg,314,"62,9","47,2",BRC0325B,Nome não encontrado
Manganês,mg,"0,95","0,19","0,14",BRC0325B,Nome não encontrado
Zinco,mg,"0,53","0,11","0,08",BRC0325B,Nome não encontrado
Cobre,mg,"0,07","0,01","0,01",BRC0325B,Nome não encontrado
Selênio,mcg,"0,18","0,04","0,03",BRC0325B,Nome não encontrado
Vitamina A (RE),mcg,"31,7","6,34","4,76",BRC0325B,Nome não encontrado
Vitamina A (RAE),mcg,"15,9","3,17","2,38",BRC0325B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0325B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,52","0,10","0,08",BRC0325B,Nome não encontrado
Tiamina,mg,"0,04","0,01","0,01",BRC0325B,Nome não encontrado
Riboflavina,mg,"0,01","0,00","0,00",BRC0325B,Nome não encontrado
Niacina,mg,"0,02","0,00","0,00",BRC0325B,Nome não encontrado
Vitamina B6,mg,"0,06","0,01","0,01",BRC0325B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0325B,Nome não encontrado
Vitamina C,mg,"5,02","1,00","0,75",BRC0325B,Nome não encontrado
Equivalente de folato,mcg,"91,7","18,3","13,8",BRC0325B,Nome não encontrado
Sal de adição,g,"0,32","0,06","0,05",BRC0325B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0325B,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0325B,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0325B,Nome não encontrado
Proteína animal,g,-,-,-,BRC0325B,Nome não encontrado
