componente,unidade,Valor por 100g,Colher servir cheia (55 g),codigo_alimento,nome_alimento
Energia,kJ,324,178,BRC0187N,Nome não encontrado
Energia,kcal,77,42,BRC0187N,Nome não encontrado
Umidade,g,"81,2","44,7",BRC0187N,Nome não encontrado
Carboidrato total,g,"5,26","2,89",BRC0187N,Nome não encontrado
Carboidrato disponível,g,"4,33","2,38",BRC0187N,Nome não encontrado
Proteína,g,"11,7","6,42",BRC0187N,Nome não encontrado
Lipídios,g,"1,22","0,67",BRC0187N,Nome não encontrado
Fibra alimentar,g,"0,93","0,51",BRC0187N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0187N,Nome não encontrado
Cinzas,g,"0,63","0,35",BRC0187N,Nome não encontrado
Colesterol,mg,"31,7","17,4",BRC0187N,Nome não encontrado
Ácidos graxos saturados,g,"0,41","0,22",BRC0187N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,40","0,22",BRC0187N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,24","0,13",BRC0187N,Nome não encontrado
Ácidos graxos trans,g,"0,02","0,01",BRC0187N,Nome não encontrado
Cálcio,mg,"9,72","5,35",BRC0187N,Nome não encontrado
Ferro,mg,"0,27","0,15",BRC0187N,Nome não encontrado
Sódio,mg,"14,6","8,05",BRC0187N,Nome não encontrado
Magnésio,mg,"9,15","5,03",BRC0187N,Nome não encontrado
Fósforo,mg,"92,5","50,9",BRC0187N,Nome não encontrado
Potássio,mg,194,107,BRC0187N,Nome não encontrado
Manganês,mg,"0,06","0,03",BRC0187N,Nome não encontrado
Zinco,mg,"0,46","0,25",BRC0187N,Nome não encontrado
Cobre,mg,"0,04","0,02",BRC0187N,Nome não encontrado
Selênio,mcg,"4,29","2,36",BRC0187N,Nome não encontrado
Vitamina A (RE),mcg,150,"82,9",BRC0187N,Nome não encontrado
Vitamina A (RAE),mcg,"75,6","41,6",BRC0187N,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0187N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,39","0,21",BRC0187N,Nome não encontrado
Tiamina,mg,"0,06","0,03",BRC0187N,Nome não encontrado
Riboflavina,mg,traços,traços,BRC0187N,Nome não encontrado
Niacina,mg,"3,49","1,92",BRC0187N,Nome não encontrado
Vitamina B6,mg,"0,02","0,01",BRC0187N,Nome não encontrado
Vitamina B12,mcg,"0,05","0,03",BRC0187N,Nome não encontrado
Vitamina C,mg,"3,70","2,04",BRC0187N,Nome não encontrado
Equivalente de folato,mcg,"6,08","3,34",BRC0187N,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0187N,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0187N,Nome não encontrado
Gordura de adição,g,-,-,BRC0187N,Nome não encontrado
Proteína vegetal,g,-,-,BRC0187N,Nome não encontrado
Proteína animal,g,-,-,BRC0187N,Nome não encontrado
