componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (200 g),codigo_alimento,nome_alimento
Energia,kJ,1096,2192,BRC0008M,Nome não encontrado
Energia,kcal,261,522,BRC0008M,Nome não encontrado
Umidade,g,"44,5","89,1",BRC0008M,Nome não encontrado
Carboidrato total,g,"30,3","60,6",BRC0008M,Nome não encontrado
Carboidrato disponível,g,"29,0","58,0",BRC0008M,Nome não encontrado
Proteína,g,"12,9","25,8",BRC0008M,Nome não encontrado
Lipídios,g,"10,1","20,2",BRC0008M,Nome não encontrado
Fibra alimentar,g,"1,30","2,60",BRC0008M,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0008M,Nome não encontrado
Cinzas,g,"2,18","4,36",BRC0008M,Nome não encontrado
Colesterol,mg,"27,0","54,0",BRC0008M,Nome não encontrado
Ácidos graxos saturados,g,"3,50","7,01",BRC0008M,Nome não encontrado
Ácidos graxos monoinsaturados,g,"3,77","7,54",BRC0008M,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,42","2,84",BRC0008M,Nome não encontrado
Ácidos graxos trans,g,"0,43","0,86",BRC0008M,Nome não encontrado
Cálcio,mg,127,254,BRC0008M,Nome não encontrado
Ferro,mg,"2,87","5,74",BRC0008M,Nome não encontrado
Sódio,mg,494,988,BRC0008M,Nome não encontrado
Magnésio,mg,"21,0","42,0",BRC0008M,Nome não encontrado
Fósforo,mg,107,214,BRC0008M,Nome não encontrado
Potássio,mg,192,384,BRC0008M,Nome não encontrado
Manganês,mg,"0,32","0,64",BRC0008M,Nome não encontrado
Zinco,mg,"1,95","3,90",BRC0008M,Nome não encontrado
Cobre,mg,"0,10","0,19",BRC0008M,Nome não encontrado
Selênio,mcg,"26,2","52,4",BRC0008M,Nome não encontrado
Vitamina A (RE),mcg,,,BRC0008M,Nome não encontrado
Vitamina A (RAE),mcg,,,BRC0008M,Nome não encontrado
Vitamina D,mcg,,,BRC0008M,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,,,BRC0008M,Nome não encontrado
Tiamina,mg,"0,25","0,49",BRC0008M,Nome não encontrado
Riboflavina,mg,"0,24","0,48",BRC0008M,Nome não encontrado
Niacina,mg,"4,54","9,09",BRC0008M,Nome não encontrado
Vitamina B6,mg,,,BRC0008M,Nome não encontrado
Vitamina B12,mcg,"0,83","1,66",BRC0008M,Nome não encontrado
Vitamina C,mg,"0,60","1,20",BRC0008M,Nome não encontrado
Equivalente de folato,mcg,,,BRC0008M,Nome não encontrado
Sal de adição,g,,,BRC0008M,Nome não encontrado
Açúcar de adição,g,,,BRC0008M,Nome não encontrado
Gordura de adição,g,,,BRC0008M,Nome não encontrado
Proteína vegetal,g,,,BRC0008M,Nome não encontrado
Proteína animal,g,,,BRC0008M,Nome não encontrado
