componente,unidade,Valor por 100g,Colher sopa cheia (21 g),Colher sopa rasa (16 g),codigo_alimento,nome_alimento
Energia,kJ,2283,479,365,BRC0053T,Nome não encontrado
Energia,kcal,549,115,87,BRC0053T,Nome não encontrado
Umidade,g,"2,28","0,48","0,36",BRC0053T,Nome não encontrado
Carboidrato total,g,"23,5","4,93","3,76",BRC0053T,Nome não encontrado
Carboidrato disponível,g,"14,0","2,93","2,24",BRC0053T,Nome não encontrado
Proteína,g,"34,0","7,15","5,45",BRC0053T,Nome não encontrado
Lipídios,g,"37,6","7,89","6,01",BRC0053T,Nome não encontrado
Fibra alimentar,g,"9,51","2,00","1,52",BRC0053T,Nome não encontrado
Álcool,g,,,,BRC0053T,Nome não encontrado
Cinzas,g,"2,62","0,55","0,42",BRC0053T,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0053T,Nome não encontrado
Ácidos graxos saturados,g,"5,43","1,14","0,87",BRC0053T,Nome não encontrado
Ácidos graxos monoinsaturados,g,"8,30","1,74","1,33",BRC0053T,Nome não encontrado
Ácidos graxos poliinsaturados,g,"21,2","4,45","3,39",BRC0053T,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00","0,00",BRC0053T,Nome não encontrado
Cálcio,mg,295,"62,2","47,4",BRC0053T,Nome não encontrado
Ferro,mg,"16,8","3,52","2,68",BRC0053T,Nome não encontrado
Sódio,mg,"2,14","0,45","0,34",BRC0053T,Nome não encontrado
Magnésio,mg,299,"62,8","47,9",BRC0053T,Nome não encontrado
Fósforo,mg,752,157,120,BRC0053T,Nome não encontrado
Potássio,mg,1919,403,307,BRC0053T,Nome não encontrado
Manganês,mg,,,,BRC0053T,Nome não encontrado
Zinco,mg,"5,23","1,10","0,84",BRC0053T,Nome não encontrado
Cobre,mg,,,,BRC0053T,Nome não encontrado
Selênio,mcg,,,,BRC0053T,Nome não encontrado
Vitamina A (RE),mcg,,,,BRC0053T,Nome não encontrado
Vitamina A (RAE),mcg,"1,88","0,40","0,30",BRC0053T,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0053T,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,60","0,34","0,26",BRC0053T,Nome não encontrado
Tiamina,mg,"0,93","0,20","0,15",BRC0053T,Nome não encontrado
Riboflavina,mg,"0,93","0,20","0,15",BRC0053T,Nome não encontrado
Niacina,mg,"1,73","0,36","0,28",BRC0053T,Nome não encontrado
Vitamina B6,mg,"0,00","0,00","0,00",BRC0053T,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0053T,Nome não encontrado
Vitamina C,mg,"6,41","1,35","1,03",BRC0053T,Nome não encontrado
Equivalente de folato,mcg,400,"84,1","64,1",BRC0053T,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0053T,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0053T,Nome não encontrado
Gordura de adição,g,"0,00","0,00","0,00",BRC0053T,Nome não encontrado
Proteína vegetal,g,"34,0","7,15","5,45",BRC0053T,Nome não encontrado
Proteína animal,g,"0,00","0,00","0,00",BRC0053T,Nome não encontrado
