componente,unidade,Valor por 100g,Colher sopa cheia (25 g),codigo_alimento,nome_alimento
Energia,kJ,1491,372,BRC0092B,Nome não encontrado
Energia,kcal,351,87,BRC0092B,Nome não encontrado
Umidade,g,"9,80","2,45",BRC0092B,Nome não encontrado
Carboidrato total,g,"87,3","21,8",BRC0092B,Nome não encontrado
Carboidrato disponível,g,"83,0","20,8",BRC0092B,Nome não encontrado
Proteína,g,"1,62","0,40",BRC0092B,Nome não encontrado
Lipídios,g,"0,47","0,12",BRC0092B,Nome não encontrado
Fibra alimentar,g,"4,24","1,06",BRC0092B,Nome não encontrado
Álcool,g,,,BRC0092B,Nome não encontrado
Cinzas,g,"0,83","0,21",BRC0092B,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0092B,Nome não encontrado
Ácidos graxos saturados,g,"0,23","0,06",BRC0092B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,19","0,05",BRC0092B,Nome não encontrado
Ácidos graxos poliinsaturados,g,traços,traços,BRC0092B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0092B,Nome não encontrado
Cálcio,mg,"41,4","10,3",BRC0092B,Nome não encontrado
Ferro,mg,"1,43","0,36",BRC0092B,Nome não encontrado
Sódio,mg,"3,61","0,90",BRC0092B,Nome não encontrado
Magnésio,mg,"27,5","6,87",BRC0092B,Nome não encontrado
Fósforo,mg,"32,6","8,16",BRC0092B,Nome não encontrado
Potássio,mg,337,"84,4",BRC0092B,Nome não encontrado
Manganês,mg,"0,16","0,04",BRC0092B,Nome não encontrado
Zinco,mg,"0,34","0,08",BRC0092B,Nome não encontrado
Cobre,mg,"0,07","0,02",BRC0092B,Nome não encontrado
Selênio,mcg,,,BRC0092B,Nome não encontrado
Vitamina A (RE),mcg,,,BRC0092B,Nome não encontrado
Vitamina A (RAE),mcg,,,BRC0092B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0092B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,,,BRC0092B,Nome não encontrado
Tiamina,mg,"0,09","0,02",BRC0092B,Nome não encontrado
Riboflavina,mg,traços,traços,BRC0092B,Nome não encontrado
Niacina,mg,traços,traços,BRC0092B,Nome não encontrado
Vitamina B6,mg,traços,traços,BRC0092B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0092B,Nome não encontrado
Vitamina C,mg,traços,traços,BRC0092B,Nome não encontrado
Equivalente de folato,mcg,,,BRC0092B,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0092B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0092B,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0092B,Nome não encontrado
Proteína vegetal,g,"1,62","0,40",BRC0092B,Nome não encontrado
Proteína animal,g,"0,00","0,00",BRC0092B,Nome não encontrado
