componente,unidade,Valor por 100g,Colher sopa rasa (15 g),codigo_alimento,nome_alimento
Energia,kJ,743,111,BRC0010L,Nome não encontrado
Energia,kcal,175,26,BRC0010L,Nome não encontrado
Umidade,g,"52,9","7,93",BRC0010L,Nome não encontrado
Carboidrato total,g,"42,9","6,44",BRC0010L,Nome não encontrado
Carboidrato disponível,g,"42,0","6,30",BRC0010L,Nome não encontrado
Proteína,g,"0,40","0,06",BRC0010L,Nome não encontrado
Lipídios,g,"0,40","0,06",BRC0010L,Nome não encontrado
Fibra alimentar,g,"0,90","0,14",BRC0010L,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0010L,Nome não encontrado
Cinzas,g,"3,43","0,51",BRC0010L,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0010L,Nome não encontrado
Ácidos graxos saturados,g,"0,03","0,00",BRC0010L,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,06","0,01",BRC0010L,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,05","0,01",BRC0010L,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0010L,Nome não encontrado
Cálcio,mg,"48,4","7,26",BRC0010L,Nome não encontrado
Ferro,mg,"0,81","0,12",BRC0010L,Nome não encontrado
Sódio,mg,1278,191,BRC0010L,Nome não encontrado
Magnésio,mg,"15,4","2,32",BRC0010L,Nome não encontrado
Fósforo,mg,"19,6","2,93",BRC0010L,Nome não encontrado
Potássio,mg,254,"38,1",BRC0010L,Nome não encontrado
Manganês,mg,,,BRC0010L,Nome não encontrado
Zinco,mg,"0,16","0,02",BRC0010L,Nome não encontrado
Cobre,mg,,,BRC0010L,Nome não encontrado
Selênio,mcg,,,BRC0010L,Nome não encontrado
Vitamina A (RE),mcg,,,BRC0010L,Nome não encontrado
Vitamina A (RAE),mcg,"6,45","0,97",BRC0010L,Nome não encontrado
Vitamina D,mcg,,,BRC0010L,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,43","0,06",BRC0010L,Nome não encontrado
Tiamina,mg,"0,02","0,00",BRC0010L,Nome não encontrado
Riboflavina,mg,"0,05","0,01",BRC0010L,Nome não encontrado
Niacina,mg,"0,54","0,08",BRC0010L,Nome não encontrado
Vitamina B6,mg,"0,09","0,01",BRC0010L,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0010L,Nome não encontrado
Vitamina C,mg,"0,21","0,03",BRC0010L,Nome não encontrado
Equivalente de folato,mcg,,,BRC0010L,Nome não encontrado
Sal de adição,g,,,BRC0010L,Nome não encontrado
Açúcar de adição,g,,,BRC0010L,Nome não encontrado
Gordura de adição,g,,,BRC0010L,Nome não encontrado
Proteína vegetal,g,,,BRC0010L,Nome não encontrado
Proteína animal,g,,,BRC0010L,Nome não encontrado
