componente,unidade,Valor por 100g,codigo_alimento,nome_alimento
Energia,kJ,593,BRC0201K,Nome não encontrado
Energia,kcal,141,BRC0201K,Nome não encontrado
Umidade,g,"68,9",BRC0201K,Nome não encontrado
Carboidrato total,g,"21,6",BRC0201K,Nome não encontrado
Carboidrato disponível,g,"21,6",BRC0201K,Nome não encontrado
Proteína,g,"4,22",BRC0201K,Nome não encontrado
Lipídios,g,"4,16",BRC0201K,Nome não encontrado
Fibra alimentar,g,"0,00",BRC0201K,Nome não encontrado
Álcool,g,"0,00",BRC0201K,Nome não encontrado
Cinzas,g,"1,11",BRC0201K,Nome não encontrado
Colesterol,mg,"8,68",BRC0201K,Nome não encontrado
Ácidos graxos saturados,g,"2,59",BRC0201K,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,13",BRC0201K,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,14",BRC0201K,Nome não encontrado
Ácidos graxos trans,g,"0,07",BRC0201K,Nome não encontrado
Cálcio,mg,162,BRC0201K,Nome não encontrado
Ferro,mg,"0,09",BRC0201K,Nome não encontrado
Sódio,mg,"78,2",BRC0201K,Nome não encontrado
Magnésio,mg,"13,0",BRC0201K,Nome não encontrado
Fósforo,mg,131,BRC0201K,Nome não encontrado
Potássio,mg,194,BRC0201K,Nome não encontrado
Manganês,mg,"0,00",BRC0201K,Nome não encontrado
Zinco,mg,"0,51",BRC0201K,Nome não encontrado
Cobre,mg,"0,02",BRC0201K,Nome não encontrado
Selênio,mcg,"7,54",BRC0201K,Nome não encontrado
Vitamina A (RE),mcg,"50,2",BRC0201K,Nome não encontrado
Vitamina A (RAE),mcg,"49,4",BRC0201K,Nome não encontrado
Vitamina D,mcg,"0,88",BRC0201K,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,09",BRC0201K,Nome não encontrado
Tiamina,mg,"0,05",BRC0201K,Nome não encontrado
Riboflavina,mg,"0,26",BRC0201K,Nome não encontrado
Niacina,mg,"1,07",BRC0201K,Nome não encontrado
Vitamina B6,mg,"0,16",BRC0201K,Nome não encontrado
Vitamina B12,mcg,"0,39",BRC0201K,Nome não encontrado
Vitamina C,mg,"10,4",BRC0201K,Nome não encontrado
Equivalente de folato,mcg,"6,73",BRC0201K,Nome não encontrado
Sal de adição,g,,BRC0201K,Nome não encontrado
Açúcar de adição,g,,BRC0201K,Nome não encontrado
Gordura de adição,g,-,BRC0201K,Nome não encontrado
Proteína vegetal,g,-,BRC0201K,Nome não encontrado
Proteína animal,g,-,BRC0201K,Nome não encontrado
