componente,unidade,Valor por 100g,Colher sopa cheia (25 g),codigo_alimento,nome_alimento
Energia,kJ,143,35,BRC0359B,Nome não encontrado
Energia,kcal,34,8,BRC0359B,Nome não encontrado
Umidade,g,"90,6","22,7",BRC0359B,Nome não encontrado
Carboidrato total,g,"5,89","1,47",BRC0359B,Nome não encontrado
Carboidrato disponível,g,"2,72","0,68",BRC0359B,Nome não encontrado
Proteína,g,"1,28","0,32",BRC0359B,Nome não encontrado
Lipídios,g,"1,35","0,34",BRC0359B,Nome não encontrado
Fibra alimentar,g,"3,17","0,79",BRC0359B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0359B,Nome não encontrado
Cinzas,g,"0,83","0,21",BRC0359B,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0359B,Nome não encontrado
Ácidos graxos saturados,g,"0,21","0,05",BRC0359B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,29","0,07",BRC0359B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,78","0,20",BRC0359B,Nome não encontrado
Ácidos graxos trans,g,"0,01","0,00",BRC0359B,Nome não encontrado
Cálcio,mg,"14,9","3,72",BRC0359B,Nome não encontrado
Ferro,mg,"0,29","0,07",BRC0359B,Nome não encontrado
Sódio,mg,127,"32,0",BRC0359B,Nome não encontrado
Magnésio,mg,"18,0","4,50",BRC0359B,Nome não encontrado
Fósforo,mg,"26,4","6,59",BRC0359B,Nome não encontrado
Potássio,mg,241,"60,5",BRC0359B,Nome não encontrado
Manganês,mg,"0,12","0,03",BRC0359B,Nome não encontrado
Zinco,mg,"0,15","0,04",BRC0359B,Nome não encontrado
Cobre,mg,"0,08","0,02",BRC0359B,Nome não encontrado
Selênio,mcg,"0,14","0,04",BRC0359B,Nome não encontrado
Vitamina A (RE),mcg,"25,3","6,34",BRC0359B,Nome não encontrado
Vitamina A (RAE),mcg,"12,7","3,17",BRC0359B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0359B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,40","0,10",BRC0359B,Nome não encontrado
Tiamina,mg,"0,04","0,01",BRC0359B,Nome não encontrado
Riboflavina,mg,"0,05","0,01",BRC0359B,Nome não encontrado
Niacina,mg,traços,traços,BRC0359B,Nome não encontrado
Vitamina B6,mg,"0,01","0,00",BRC0359B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0359B,Nome não encontrado
Vitamina C,mg,"3,16","0,79",BRC0359B,Nome não encontrado
Equivalente de folato,mcg,"14,4","3,61",BRC0359B,Nome não encontrado
Sal de adição,g,"0,32","0,08",BRC0359B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0359B,Nome não encontrado
Gordura de adição,g,-,-,BRC0359B,Nome não encontrado
Proteína vegetal,g,-,-,BRC0359B,Nome não encontrado
Proteína animal,g,-,-,BRC0359B,Nome não encontrado
