componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (110 g),codigo_alimento,nome_alimento
Energia,kJ,1177,1294,BRC0321F,Nome não encontrado
Energia,kcal,283,311,BRC0321F,Nome não encontrado
Umidade,g,"52,3","57,6",BRC0321F,Nome não encontrado
Carboidrato total,g,"2,34","2,57",BRC0321F,Nome não encontrado
Carboidrato disponível,g,"2,31","2,54",BRC0321F,Nome não encontrado
Proteína,g,"24,8","27,3",BRC0321F,Nome não encontrado
Lipídios,g,"19,4","21,3",BRC0321F,Nome não encontrado
Fibra alimentar,g,"0,03","0,04",BRC0321F,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0321F,Nome não encontrado
Cinzas,g,"1,10","1,21",BRC0321F,Nome não encontrado
Colesterol,mg,105,116,BRC0321F,Nome não encontrado
Ácidos graxos saturados,g,"8,68","9,55",BRC0321F,Nome não encontrado
Ácidos graxos monoinsaturados,g,"7,67","8,44",BRC0321F,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,31","0,34",BRC0321F,Nome não encontrado
Ácidos graxos trans,g,"0,33","0,36",BRC0321F,Nome não encontrado
Cálcio,mg,"18,9","20,8",BRC0321F,Nome não encontrado
Ferro,mg,"2,14","2,35",BRC0321F,Nome não encontrado
Sódio,mg,123,135,BRC0321F,Nome não encontrado
Magnésio,mg,"16,8","18,5",BRC0321F,Nome não encontrado
Fósforo,mg,189,208,BRC0321F,Nome não encontrado
Potássio,mg,294,324,BRC0321F,Nome não encontrado
Manganês,mg,"0,01","0,01",BRC0321F,Nome não encontrado
Zinco,mg,"5,01","5,51",BRC0321F,Nome não encontrado
Cobre,mg,"0,11","0,12",BRC0321F,Nome não encontrado
Selênio,mcg,"0,02","0,02",BRC0321F,Nome não encontrado
Vitamina A (RE),mcg,"0,05","0,06",BRC0321F,Nome não encontrado
Vitamina A (RAE),mcg,"0,03","0,03",BRC0321F,Nome não encontrado
Vitamina D,mcg,"0,25","0,27",BRC0321F,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,15","0,17",BRC0321F,Nome não encontrado
Tiamina,mg,"0,01","0,01",BRC0321F,Nome não encontrado
Riboflavina,mg,"0,07","0,08",BRC0321F,Nome não encontrado
Niacina,mg,"1,46","1,61",BRC0321F,Nome não encontrado
Vitamina B6,mg,"0,01","0,01",BRC0321F,Nome não encontrado
Vitamina B12,mcg,"3,08","3,39",BRC0321F,Nome não encontrado
Vitamina C,mg,"1,29","1,41",BRC0321F,Nome não encontrado
Equivalente de folato,mcg,"6,84","7,52",BRC0321F,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0321F,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0321F,Nome não encontrado
Gordura de adição,g,-,-,BRC0321F,Nome não encontrado
Proteína vegetal,g,-,-,BRC0321F,Nome não encontrado
Proteína animal,g,-,-,BRC0321F,Nome não encontrado
