componente,unidade,Valor por 100g,Porção Média (120 g),codigo_alimento,nome_alimento
Energia,kJ,816,978,BRC0060F,Nome não encontrado
Energia,kcal,196,234,BRC0060F,Nome não encontrado
Umidade,g,"66,3","79,5",BRC0060F,Nome não encontrado
Carboidrato total,g,"0,00","0,00",BRC0060F,Nome não encontrado
Carboidrato disponível,g,"0,00","0,00",BRC0060F,Nome não encontrado
Proteína,g,"19,9","23,9",BRC0060F,Nome não encontrado
Lipídios,g,"12,9","15,5",BRC0060F,Nome não encontrado
Fibra alimentar,g,"0,00","0,00",BRC0060F,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0060F,Nome não encontrado
Cinzas,g,"0,90","1,08",BRC0060F,Nome não encontrado
Colesterol,mg,"62,5","75,0",BRC0060F,Nome não encontrado
Ácidos graxos saturados,g,"6,15","7,38",BRC0060F,Nome não encontrado
Ácidos graxos monoinsaturados,g,"5,05","6,06",BRC0060F,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,15","0,18",BRC0060F,Nome não encontrado
Ácidos graxos trans,g,"0,22","0,26",BRC0060F,Nome não encontrado
Cálcio,mg,"3,42","4,10",BRC0060F,Nome não encontrado
Ferro,mg,"1,43","1,72",BRC0060F,Nome não encontrado
Sódio,mg,"41,3","49,6",BRC0060F,Nome não encontrado
Magnésio,mg,"16,1","19,3",BRC0060F,Nome não encontrado
Fósforo,mg,164,196,BRC0060F,Nome não encontrado
Potássio,mg,264,317,BRC0060F,Nome não encontrado
Manganês,mg,"0,00","0,00",BRC0060F,Nome não encontrado
Zinco,mg,"3,54","4,25",BRC0060F,Nome não encontrado
Cobre,mg,"0,04","0,05",BRC0060F,Nome não encontrado
Selênio,mcg,"9,70","11,6",BRC0060F,Nome não encontrado
Vitamina A (RE),mcg,"3,32","3,98",BRC0060F,Nome não encontrado
Vitamina A (RAE),mcg,"3,32","3,98",BRC0060F,Nome não encontrado
Vitamina D,mcg,"0,37","0,44",BRC0060F,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,64","0,77",BRC0060F,Nome não encontrado
Tiamina,mg,"0,12","0,15",BRC0060F,Nome não encontrado
Riboflavina,mg,"0,08","0,10",BRC0060F,Nome não encontrado
Niacina,mg,"3,23","3,88",BRC0060F,Nome não encontrado
Vitamina B6,mg,"0,02","0,02",BRC0060F,Nome não encontrado
Vitamina B12,mcg,"0,81","0,97",BRC0060F,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0060F,Nome não encontrado
Equivalente de folato,mcg,,,BRC0060F,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0060F,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0060F,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0060F,Nome não encontrado
Proteína vegetal,g,"0,00","0,00",BRC0060F,Nome não encontrado
Proteína animal,g,"19,9","23,9",BRC0060F,Nome não encontrado
