componente,unidade,Valor por 100g,Colher sopa cheia (40 g),codigo_alimento,nome_alimento
Energia,kJ,637,254,BRC0072K,Nome não encontrado
Energia,kcal,151,60,BRC0072K,Nome não encontrado
Umidade,g,"66,3","26,5",BRC0072K,Nome não encontrado
Carboidrato total,g,"23,7","9,48",BRC0072K,Nome não encontrado
Carboidrato disponível,g,"23,7","9,48",BRC0072K,Nome não encontrado
Proteína,g,"5,50","2,20",BRC0072K,Nome não encontrado
Lipídios,g,"3,80","1,52",BRC0072K,Nome não encontrado
Fibra alimentar,g,,,BRC0072K,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0072K,Nome não encontrado
Cinzas,g,"0,70","0,28",BRC0072K,Nome não encontrado
Colesterol,mg,"15,2","6,08",BRC0072K,Nome não encontrado
Ácidos graxos saturados,g,"2,28","0,91",BRC0072K,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,04","0,42",BRC0072K,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,14","0,06",BRC0072K,Nome não encontrado
Ácidos graxos trans,g,,,BRC0072K,Nome não encontrado
Cálcio,mg,147,"59,0",BRC0072K,Nome não encontrado
Ferro,mg,"0,08","0,03",BRC0072K,Nome não encontrado
Sódio,mg,148,"59,5",BRC0072K,Nome não encontrado
Magnésio,mg,"15,9","6,38",BRC0072K,Nome não encontrado
Fósforo,mg,111,"44,6",BRC0072K,Nome não encontrado
Potássio,mg,212,"85,0",BRC0072K,Nome não encontrado
Manganês,mg,,,BRC0072K,Nome não encontrado
Zinco,mg,"0,47","0,19",BRC0072K,Nome não encontrado
Cobre,mg,,,BRC0072K,Nome não encontrado
Selênio,mcg,,,BRC0072K,Nome não encontrado
Vitamina A (RE),mcg,,,BRC0072K,Nome não encontrado
Vitamina A (RAE),mcg,"36,7","14,7",BRC0072K,Nome não encontrado
Vitamina D,mcg,"1,14","0,46",BRC0072K,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,,,BRC0072K,Nome não encontrado
Tiamina,mg,"0,04","0,02",BRC0072K,Nome não encontrado
Riboflavina,mg,"0,19","0,08",BRC0072K,Nome não encontrado
Niacina,mg,"0,10","0,04",BRC0072K,Nome não encontrado
Vitamina B6,mg,"0,05","0,02",BRC0072K,Nome não encontrado
Vitamina B12,mcg,"0,35","0,14",BRC0072K,Nome não encontrado
Vitamina C,mg,"0,93","0,37",BRC0072K,Nome não encontrado
Equivalente de folato,mcg,"5,31","2,13",BRC0072K,Nome não encontrado
Sal de adição,g,,,BRC0072K,Nome não encontrado
Açúcar de adição,g,,,BRC0072K,Nome não encontrado
Gordura de adição,g,,,BRC0072K,Nome não encontrado
Proteína vegetal,g,,,BRC0072K,Nome não encontrado
Proteína animal,g,,,BRC0072K,Nome não encontrado
