componente,unidade,Valor por 100g,Colher sopa rasa (13 g),codigo_alimento,nome_alimento
Energia,kJ,1460,189,BRC0073R,Nome não encontrado
Energia,kcal,345,44,BRC0073R,Nome não encontrado
Umidade,g,"2,89","0,38",BRC0073R,Nome não encontrado
Carboidrato total,g,"65,2","8,47",BRC0073R,Nome não encontrado
Carboidrato disponível,g,"64,2","8,34",BRC0073R,Nome não encontrado
Proteína,g,"8,20","1,07",BRC0073R,Nome não encontrado
Lipídios,g,"6,00","0,78",BRC0073R,Nome não encontrado
Fibra alimentar,g,"1,00","0,13",BRC0073R,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0073R,Nome não encontrado
Cinzas,g,"17,7","2,31",BRC0073R,Nome não encontrado
Colesterol,mg,"68,2","8,87",BRC0073R,Nome não encontrado
Ácidos graxos saturados,g,"1,82","0,24",BRC0073R,Nome não encontrado
Ácidos graxos monoinsaturados,g,"2,09","0,27",BRC0073R,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,29","0,17",BRC0073R,Nome não encontrado
Ácidos graxos trans,g,,,BRC0073R,Nome não encontrado
Cálcio,mg,"56,2","7,30",BRC0073R,Nome não encontrado
Ferro,mg,"2,49","0,32",BRC0073R,Nome não encontrado
Sódio,mg,3721,483,BRC0073R,Nome não encontrado
Magnésio,mg,"38,8","5,05",BRC0073R,Nome não encontrado
Fósforo,mg,199,"25,9",BRC0073R,Nome não encontrado
Potássio,mg,312,"40,6",BRC0073R,Nome não encontrado
Manganês,mg,,,BRC0073R,Nome não encontrado
Zinco,mg,"1,69","0,22",BRC0073R,Nome não encontrado
Cobre,mg,,,BRC0073R,Nome não encontrado
Selênio,mcg,,,BRC0073R,Nome não encontrado
Vitamina A (RE),mcg,,,BRC0073R,Nome não encontrado
Vitamina A (RAE),mcg,"7,37","0,96",BRC0073R,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0073R,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,30","0,04",BRC0073R,Nome não encontrado
Tiamina,mg,"0,59","0,08",BRC0073R,Nome não encontrado
Riboflavina,mg,"0,39","0,05",BRC0073R,Nome não encontrado
Niacina,mg,"4,99","0,65",BRC0073R,Nome não encontrado
Vitamina B6,mg,"0,24","0,03",BRC0073R,Nome não encontrado
Vitamina B12,mcg,"0,77","0,10",BRC0073R,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0073R,Nome não encontrado
Equivalente de folato,mcg,117,"15,3",BRC0073R,Nome não encontrado
Sal de adição,g,,,BRC0073R,Nome não encontrado
Açúcar de adição,g,,,BRC0073R,Nome não encontrado
Gordura de adição,g,,,BRC0073R,Nome não encontrado
Proteína vegetal,g,,,BRC0073R,Nome não encontrado
Proteína animal,g,,,BRC0073R,Nome não encontrado
