componente,unidade,Valor por 100g,Colher servir cheia (55 g),Colher servir rasa (40 g),codigo_alimento,nome_alimento
Energia,kJ,459,252,183,BRC0995A,Nome não encontrado
Energia,kcal,109,59,43,BRC0995A,Nome não encontrado
Umidade,g,"72,8","40,0","29,1",BRC0995A,Nome não encontrado
Carboidrato total,g,"20,9","11,5","8,38",BRC0995A,Nome não encontrado
Carboidrato disponível,g,"19,1","10,5","7,65",BRC0995A,Nome não encontrado
Proteína,g,"3,93","2,16","1,57",BRC0995A,Nome não encontrado
Lipídios,g,"1,42","0,78","0,57",BRC0995A,Nome não encontrado
Fibra alimentar,g,"1,83","1,01","0,73",BRC0995A,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0995A,Nome não encontrado
Cinzas,g,"0,89","0,49","0,35",BRC0995A,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0995A,Nome não encontrado
Ácidos graxos saturados,g,"0,22","0,12","0,09",BRC0995A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,30","0,17","0,12",BRC0995A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,86","0,47","0,34",BRC0995A,Nome não encontrado
Ácidos graxos trans,g,"0,01","0,00","0,00",BRC0995A,Nome não encontrado
Cálcio,mg,"3,72","2,04","1,49",BRC0995A,Nome não encontrado
Ferro,mg,"0,59","0,32","0,24",BRC0995A,Nome não encontrado
Sódio,mg,190,104,"76,3",BRC0995A,Nome não encontrado
Magnésio,mg,"31,2","17,1","12,5",BRC0995A,Nome não encontrado
Fósforo,mg,"81,2","44,7","32,5",BRC0995A,Nome não encontrado
Potássio,mg,109,"60,4","43,9",BRC0995A,Nome não encontrado
Manganês,mg,"0,28","0,15","0,11",BRC0995A,Nome não encontrado
Zinco,mg,"1,29","0,71","0,52",BRC0995A,Nome não encontrado
Cobre,mg,"0,12","0,07","0,05",BRC0995A,Nome não encontrado
Selênio,mcg,"0,79","0,43","0,31",BRC0995A,Nome não encontrado
Vitamina A (RE),mcg,"0,00","0,00","0,00",BRC0995A,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00","0,00",BRC0995A,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0995A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,37","0,20","0,15",BRC0995A,Nome não encontrado
Tiamina,mg,"0,05","0,03","0,02",BRC0995A,Nome não encontrado
Riboflavina,mg,"0,08","0,05","0,03",BRC0995A,Nome não encontrado
Niacina,mg,"1,22","0,67","0,49",BRC0995A,Nome não encontrado
Vitamina B6,mg,"0,14","0,08","0,06",BRC0995A,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0995A,Nome não encontrado
Vitamina C,mg,"0,41","0,22","0,16",BRC0995A,Nome não encontrado
Equivalente de folato,mcg,"0,63","0,35","0,25",BRC0995A,Nome não encontrado
Sal de adição,g,"0,47","0,26","0,19",BRC0995A,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0995A,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0995A,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0995A,Nome não encontrado
Proteína animal,g,-,-,-,BRC0995A,Nome não encontrado
