componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (80 g),codigo_alimento,nome_alimento
Energia,kJ,735,588,BRC0584A,Nome não encontrado
Energia,kcal,175,140,BRC0584A,Nome não encontrado
Umidade,g,"62,3","49,9",BRC0584A,Nome não encontrado
Carboidrato total,g,"10,9","8,74",BRC0584A,Nome não encontrado
Carboidrato disponível,g,"10,1","8,06",BRC0584A,Nome não encontrado
Proteína,g,"17,8","14,3",BRC0584A,Nome não encontrado
Lipídios,g,"6,88","5,50",BRC0584A,Nome não encontrado
Fibra alimentar,g,"0,85","0,68",BRC0584A,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0584A,Nome não encontrado
Cinzas,g,"2,05","1,64",BRC0584A,Nome não encontrado
Colesterol,mg,"63,5","50,8",BRC0584A,Nome não encontrado
Ácidos graxos saturados,g,"1,82","1,45",BRC0584A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"2,06","1,65",BRC0584A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"2,39","1,91",BRC0584A,Nome não encontrado
Ácidos graxos trans,g,"0,03","0,02",BRC0584A,Nome não encontrado
Cálcio,mg,"35,2","28,2",BRC0584A,Nome não encontrado
Ferro,mg,"1,16","0,93",BRC0584A,Nome não encontrado
Sódio,mg,416,333,BRC0584A,Nome não encontrado
Magnésio,mg,"31,5","25,2",BRC0584A,Nome não encontrado
Fósforo,mg,206,164,BRC0584A,Nome não encontrado
Potássio,mg,310,248,BRC0584A,Nome não encontrado
Manganês,mg,"0,08","0,06",BRC0584A,Nome não encontrado
Zinco,mg,"0,82","0,66",BRC0584A,Nome não encontrado
Cobre,mg,"0,08","0,06",BRC0584A,Nome não encontrado
Selênio,mcg,"9,16","7,33",BRC0584A,Nome não encontrado
Vitamina A (RE),mcg,"51,6","41,3",BRC0584A,Nome não encontrado
Vitamina A (RAE),mcg,"37,7","30,2",BRC0584A,Nome não encontrado
Vitamina D,mcg,"0,16","0,13",BRC0584A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,95","0,76",BRC0584A,Nome não encontrado
Tiamina,mg,"0,12","0,09",BRC0584A,Nome não encontrado
Riboflavina,mg,"0,10","0,08",BRC0584A,Nome não encontrado
Niacina,mg,"3,73","2,98",BRC0584A,Nome não encontrado
Vitamina B6,mg,"0,02","0,01",BRC0584A,Nome não encontrado
Vitamina B12,mcg,"0,23","0,18",BRC0584A,Nome não encontrado
Vitamina C,mg,"4,30","3,44",BRC0584A,Nome não encontrado
Equivalente de folato,mcg,"30,4","24,3",BRC0584A,Nome não encontrado
Sal de adição,g,"0,47","0,38",BRC0584A,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0584A,Nome não encontrado
Gordura de adição,g,-,-,BRC0584A,Nome não encontrado
Proteína vegetal,g,-,-,BRC0584A,Nome não encontrado
Proteína animal,g,-,-,BRC0584A,Nome não encontrado
