componente,unidade,Valor por 100g,Colher servir cheia (55 g),codigo_alimento,nome_alimento
Energia,kJ,1171,643,BRC0650N,Nome não encontrado
Energia,kcal,283,155,BRC0650N,Nome não encontrado
Umidade,g,"58,4","32,1",BRC0650N,Nome não encontrado
Carboidrato total,g,"5,13","2,82",BRC0650N,Nome não encontrado
Carboidrato disponível,g,"4,34","2,38",BRC0650N,Nome não encontrado
Proteína,g,"11,5","6,34",BRC0650N,Nome não encontrado
Lipídios,g,"24,2","13,3",BRC0650N,Nome não encontrado
Fibra alimentar,g,"0,79","0,43",BRC0650N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0650N,Nome não encontrado
Cinzas,g,"0,78","0,43",BRC0650N,Nome não encontrado
Colesterol,mg,"31,0","17,0",BRC0650N,Nome não encontrado
Ácidos graxos saturados,g,"3,82","2,10",BRC0650N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"17,2","9,47",BRC0650N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"2,81","1,54",BRC0650N,Nome não encontrado
Ácidos graxos trans,g,"0,02","0,01",BRC0650N,Nome não encontrado
Cálcio,mg,"9,09","5,00",BRC0650N,Nome não encontrado
Ferro,mg,"0,40","0,22",BRC0650N,Nome não encontrado
Sódio,mg,"51,1","28,1",BRC0650N,Nome não encontrado
Magnésio,mg,"12,1","6,63",BRC0650N,Nome não encontrado
Fósforo,mg,"94,0","51,7",BRC0650N,Nome não encontrado
Potássio,mg,206,113,BRC0650N,Nome não encontrado
Manganês,mg,"0,07","0,04",BRC0650N,Nome não encontrado
Zinco,mg,"0,46","0,25",BRC0650N,Nome não encontrado
Cobre,mg,"0,05","0,03",BRC0650N,Nome não encontrado
Selênio,mcg,"4,15","2,28",BRC0650N,Nome não encontrado
Vitamina A (RE),mcg,"14,5","7,99",BRC0650N,Nome não encontrado
Vitamina A (RAE),mcg,"7,26","4,00",BRC0650N,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0650N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"4,10","2,25",BRC0650N,Nome não encontrado
Tiamina,mg,"0,05","0,03",BRC0650N,Nome não encontrado
Riboflavina,mg,"0,01","0,01",BRC0650N,Nome não encontrado
Niacina,mg,"3,06","1,68",BRC0650N,Nome não encontrado
Vitamina B6,mg,"0,01","0,01",BRC0650N,Nome não encontrado
Vitamina B12,mcg,"0,05","0,03",BRC0650N,Nome não encontrado
Vitamina C,mg,"4,96","2,73",BRC0650N,Nome não encontrado
Equivalente de folato,mcg,"9,04","4,97",BRC0650N,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0650N,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0650N,Nome não encontrado
Gordura de adição,g,-,-,BRC0650N,Nome não encontrado
Proteína vegetal,g,-,-,BRC0650N,Nome não encontrado
Proteína animal,g,-,-,BRC0650N,Nome não encontrado
