componente,unidade,Valor por 100g,Copo americano duplo (240 mL),Copo americano pequeno (165 mL),codigo_alimento,nome_alimento
Energia,kJ,220,527,362,BRC0233C,Nome não encontrado
Energia,kcal,52,125,86,BRC0233C,Nome não encontrado
Umidade,g,"86,4",207,142,BRC0233C,Nome não encontrado
Carboidrato total,g,"12,3","29,4","20,2",BRC0233C,Nome não encontrado
Carboidrato disponível,g,"10,2","24,4","16,8",BRC0233C,Nome não encontrado
Proteína,g,"0,51","1,21","0,83",BRC0233C,Nome não encontrado
Lipídios,g,"0,59","1,40","0,97",BRC0233C,Nome não encontrado
Fibra alimentar,g,"2,08","4,99","3,43",BRC0233C,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0233C,Nome não encontrado
Cinzas,g,"0,22","0,52","0,36",BRC0233C,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0233C,Nome não encontrado
Ácidos graxos saturados,g,,,,BRC0233C,Nome não encontrado
Ácidos graxos monoinsaturados,g,,,,BRC0233C,Nome não encontrado
Ácidos graxos poliinsaturados,g,,,,BRC0233C,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00","0,00",BRC0233C,Nome não encontrado
Cálcio,mg,"7,09","17,0","11,7",BRC0233C,Nome não encontrado
Ferro,mg,"0,36","0,87","0,60",BRC0233C,Nome não encontrado
Sódio,mg,"12,2","29,3","20,2",BRC0233C,Nome não encontrado
Magnésio,mg,"10,6","25,3","17,4",BRC0233C,Nome não encontrado
Fósforo,mg,"12,6","30,3","20,8",BRC0233C,Nome não encontrado
Potássio,mg,"67,2",161,110,BRC0233C,Nome não encontrado
Manganês,mg,"0,12","0,28","0,19",BRC0233C,Nome não encontrado
Zinco,mg,"0,24","0,59","0,40",BRC0233C,Nome não encontrado
Cobre,mg,"0,16","0,39","0,27",BRC0233C,Nome não encontrado
Selênio,mcg,,,,BRC0233C,Nome não encontrado
Vitamina A (RE),mcg,"0,00","0,00","0,00",BRC0233C,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00","0,00",BRC0233C,Nome não encontrado
Vitamina D,mcg,,,,BRC0233C,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,00","0,00","0,00",BRC0233C,Nome não encontrado
Tiamina,mg,"0,00","0,00","0,00",BRC0233C,Nome não encontrado
Riboflavina,mg,"0,00","0,00","0,00",BRC0233C,Nome não encontrado
Niacina,mg,"0,07","0,16","0,11",BRC0233C,Nome não encontrado
Vitamina B6,mg,"0,03","0,07","0,05",BRC0233C,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0233C,Nome não encontrado
Vitamina C,mg,"2,20","5,27","3,62",BRC0233C,Nome não encontrado
Equivalente de folato,mcg,,,,BRC0233C,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0233C,Nome não encontrado
Açúcar de adição,g,"5,00","12,0","8,25",BRC0233C,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0233C,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0233C,Nome não encontrado
Proteína animal,g,-,-,-,BRC0233C,Nome não encontrado
