componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (100 g),codigo_alimento,nome_alimento
Energia,kJ,487,486,BRC0099N,Nome não encontrado
Energia,kcal,64,63,BRC0099N,Nome não encontrado
Umidade,g,"71,5","71,5",BRC0099N,Nome não encontrado
Carboidrato total,g,"6,06","6,06",BRC0099N,Nome não encontrado
Carboidrato disponível,g,"4,32","4,32",BRC0099N,Nome não encontrado
Proteína,g,"2,88","2,88",BRC0099N,Nome não encontrado
Lipídios,g,"3,48","3,48",BRC0099N,Nome não encontrado
Fibra alimentar,g,"1,74","1,74",BRC0099N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0099N,Nome não encontrado
Cinzas,g,"16,1","16,1",BRC0099N,Nome não encontrado
Colesterol,mg,"6,09","6,09",BRC0099N,Nome não encontrado
Ácidos graxos saturados,g,"1,00","1,00",BRC0099N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,85","0,85",BRC0099N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,43","1,43",BRC0099N,Nome não encontrado
Ácidos graxos trans,g,"0,03","0,03",BRC0099N,Nome não encontrado
Cálcio,mg,"41,7","41,7",BRC0099N,Nome não encontrado
Ferro,mg,"0,59","0,59",BRC0099N,Nome não encontrado
Sódio,mg,6243,6243,BRC0099N,Nome não encontrado
Magnésio,mg,"12,4","12,4",BRC0099N,Nome não encontrado
Fósforo,mg,"53,4","53,4",BRC0099N,Nome não encontrado
Potássio,mg,220,220,BRC0099N,Nome não encontrado
Manganês,mg,"0,10","0,10",BRC0099N,Nome não encontrado
Zinco,mg,"0,48","0,48",BRC0099N,Nome não encontrado
Cobre,mg,"0,25","0,25",BRC0099N,Nome não encontrado
Selênio,mcg,"5,22","5,22",BRC0099N,Nome não encontrado
Vitamina A (RE),mcg,"61,5","61,5",BRC0099N,Nome não encontrado
Vitamina A (RAE),mcg,"40,1","40,1",BRC0099N,Nome não encontrado
Vitamina D,mcg,"0,13","0,13",BRC0099N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,54","0,54",BRC0099N,Nome não encontrado
Tiamina,mg,"0,07","0,07",BRC0099N,Nome não encontrado
Riboflavina,mg,"0,10","0,10",BRC0099N,Nome não encontrado
Niacina,mg,"0,84","0,84",BRC0099N,Nome não encontrado
Vitamina B6,mg,"0,49","0,49",BRC0099N,Nome não encontrado
Vitamina B12,mcg,"0,04","0,04",BRC0099N,Nome não encontrado
Vitamina C,mg,"9,78","9,78",BRC0099N,Nome não encontrado
Equivalente de folato,mcg,"14,1","14,1",BRC0099N,Nome não encontrado
Sal de adição,g,"0,47","0,47",BRC0099N,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0099N,Nome não encontrado
Gordura de adição,g,-,-,BRC0099N,Nome não encontrado
Proteína vegetal,g,-,-,BRC0099N,Nome não encontrado
Proteína animal,g,-,-,BRC0099N,Nome não encontrado
