componente,unidade,Valor por 100g,codigo_alimento,nome_alimento
Energia,kJ,580,BRC0531E,Nome não encontrado
Energia,kcal,138,BRC0531E,Nome não encontrado
Umidade,g,"69,2",BRC0531E,Nome não encontrado
Carboidrato total,g,"0,00",BRC0531E,Nome não encontrado
Carboidrato disponível,g,"0,00",BRC0531E,Nome não encontrado
Proteína,g,"22,0",BRC0531E,Nome não encontrado
Lipídios,g,"5,57",BRC0531E,Nome não encontrado
Fibra alimentar,g,"0,00",BRC0531E,Nome não encontrado
Álcool,g,"0,00",BRC0531E,Nome não encontrado
Cinzas,g,"2,58",BRC0531E,Nome não encontrado
Colesterol,mg,"77,6",BRC0531E,Nome não encontrado
Ácidos graxos saturados,g,"1,55",BRC0531E,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,49",BRC0531E,Nome não encontrado
Ácidos graxos poliinsaturados,g,"2,78",BRC0531E,Nome não encontrado
Ácidos graxos trans,g,"0,03",BRC0531E,Nome não encontrado
Cálcio,mg,"25,2",BRC0531E,Nome não encontrado
Ferro,mg,"0,36",BRC0531E,Nome não encontrado
Sódio,mg,559,BRC0531E,Nome não encontrado
Magnésio,mg,"33,2",BRC0531E,Nome não encontrado
Fósforo,mg,217,BRC0531E,Nome não encontrado
Potássio,mg,373,BRC0531E,Nome não encontrado
Manganês,mg,"0,02",BRC0531E,Nome não encontrado
Zinco,mg,"0,57",BRC0531E,Nome não encontrado
Cobre,mg,"0,14",BRC0531E,Nome não encontrado
Selênio,mcg,"28,5",BRC0531E,Nome não encontrado
Vitamina A (RE),mcg,traços,BRC0531E,Nome não encontrado
Vitamina A (RAE),mcg,traços,BRC0531E,Nome não encontrado
Vitamina D,mcg,"1,30",BRC0531E,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,60",BRC0531E,Nome não encontrado
Tiamina,mg,traços,BRC0531E,Nome não encontrado
Riboflavina,mg,"0,07",BRC0531E,Nome não encontrado
Niacina,mg,"1,11",BRC0531E,Nome não encontrado
Vitamina B6,mg,traços,BRC0531E,Nome não encontrado
Vitamina B12,mcg,"4,16",BRC0531E,Nome não encontrado
Vitamina C,mg,"0,80",BRC0531E,Nome não encontrado
Equivalente de folato,mcg,"11,3",BRC0531E,Nome não encontrado
Sal de adição,g,"0,00",BRC0531E,Nome não encontrado
Açúcar de adição,g,"0,45",BRC0531E,Nome não encontrado
Gordura de adição,g,-,BRC0531E,Nome não encontrado
Proteína vegetal,g,-,BRC0531E,Nome não encontrado
Proteína animal,g,-,BRC0531E,Nome não encontrado
