componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (30 g),codigo_alimento,nome_alimento
Energia,kJ,1709,512,BRC0064N,Nome não encontrado
Energia,kcal,406,121,BRC0064N,Nome não encontrado
Umidade,g,"11,7","3,50",BRC0064N,Nome não encontrado
Carboidrato total,g,"69,4","20,8",BRC0064N,Nome não encontrado
Carboidrato disponível,g,"66,3","19,9",BRC0064N,Nome não encontrado
Proteína,g,"5,55","1,67",BRC0064N,Nome não encontrado
Lipídios,g,"12,5","3,75",BRC0064N,Nome não encontrado
Fibra alimentar,g,"3,10","0,93",BRC0064N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0064N,Nome não encontrado
Cinzas,g,"0,90","0,27",BRC0064N,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0064N,Nome não encontrado
Ácidos graxos saturados,g,"5,01","1,50",BRC0064N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"5,30","1,59",BRC0064N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,00","0,00",BRC0064N,Nome não encontrado
Ácidos graxos trans,g,"1,44","0,43",BRC0064N,Nome não encontrado
Cálcio,mg,417,125,BRC0064N,Nome não encontrado
Ferro,mg,"2,03","0,61",BRC0064N,Nome não encontrado
Sódio,mg,312,"93,6",BRC0064N,Nome não encontrado
Magnésio,mg,"48,0","14,4",BRC0064N,Nome não encontrado
Fósforo,mg,159,"47,7",BRC0064N,Nome não encontrado
Potássio,mg,199,"59,7",BRC0064N,Nome não encontrado
Manganês,mg,"1,13","0,34",BRC0064N,Nome não encontrado
Zinco,mg,"1,34","0,40",BRC0064N,Nome não encontrado
Cobre,mg,"0,16","0,05",BRC0064N,Nome não encontrado
Selênio,mcg,"5,70","1,71",BRC0064N,Nome não encontrado
Vitamina A (RE),mcg,"0,00","0,00",BRC0064N,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00",BRC0064N,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0064N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,52","0,46",BRC0064N,Nome não encontrado
Tiamina,mg,"0,19","0,06",BRC0064N,Nome não encontrado
Riboflavina,mg,"0,12","0,03",BRC0064N,Nome não encontrado
Niacina,mg,"1,05","0,31",BRC0064N,Nome não encontrado
Vitamina B6,mg,"0,09","0,03",BRC0064N,Nome não encontrado
Vitamina B12,mcg,"0,09","0,03",BRC0064N,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0064N,Nome não encontrado
Equivalente de folato,mcg,"17,0","5,10",BRC0064N,Nome não encontrado
Sal de adição,g,,,BRC0064N,Nome não encontrado
Açúcar de adição,g,,,BRC0064N,Nome não encontrado
Gordura de adição,g,,,BRC0064N,Nome não encontrado
Proteína vegetal,g,,,BRC0064N,Nome não encontrado
Proteína animal,g,,,BRC0064N,Nome não encontrado
