componente,unidade,Valor por 100g,Colher servir cheia (40 g),Colher servir rasa (25 g),codigo_alimento,nome_alimento
Energia,kJ,57,22,14,BRC0321B,Nome não encontrado
Energia,kcal,14,5,3,BRC0321B,Nome não encontrado
Umidade,g,"94,8","37,9","23,7",BRC0321B,Nome não encontrado
Carboidrato total,g,"2,99","1,20","0,75",BRC0321B,Nome não encontrado
Carboidrato disponível,g,"1,19","0,48","0,30",BRC0321B,Nome não encontrado
Proteína,g,"1,12","0,45","0,28",BRC0321B,Nome não encontrado
Lipídios,g,"0,08","0,03","0,02",BRC0321B,Nome não encontrado
Fibra alimentar,g,"1,80","0,72","0,45",BRC0321B,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0321B,Nome não encontrado
Cinzas,g,"1,03","0,41","0,26",BRC0321B,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0321B,Nome não encontrado
Ácidos graxos saturados,g,"0,02","0,01","0,01",BRC0321B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,01","0,01","0,00",BRC0321B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,04","0,01","0,01",BRC0321B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00","0,00",BRC0321B,Nome não encontrado
Cálcio,mg,"19,6","7,85","4,90",BRC0321B,Nome não encontrado
Ferro,mg,"0,26","0,10","0,07",BRC0321B,Nome não encontrado
Sódio,mg,133,"53,5","33,5",BRC0321B,Nome não encontrado
Magnésio,mg,"5,33","2,13","1,33",BRC0321B,Nome não encontrado
Fósforo,mg,"22,3","8,92","5,58",BRC0321B,Nome não encontrado
Potássio,mg,146,"58,5","36,6",BRC0321B,Nome não encontrado
Manganês,mg,"0,06","0,03","0,02",BRC0321B,Nome não encontrado
Zinco,mg,"0,14","0,05","0,03",BRC0321B,Nome não encontrado
Cobre,mg,"0,02","0,01","0,00",BRC0321B,Nome não encontrado
Selênio,mcg,"0,09","0,04","0,02",BRC0321B,Nome não encontrado
Vitamina A (RE),mcg,"0,46","0,18","0,11",BRC0321B,Nome não encontrado
Vitamina A (RAE),mcg,"0,23","0,09","0,06",BRC0321B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0321B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,00","0,00","0,00",BRC0321B,Nome não encontrado
Tiamina,mg,"0,04","0,02","0,01",BRC0321B,Nome não encontrado
Riboflavina,mg,"0,01","0,01","0,00",BRC0321B,Nome não encontrado
Niacina,mg,traços,traços,traços,BRC0321B,Nome não encontrado
Vitamina B6,mg,"0,03","0,01","0,01",BRC0321B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0321B,Nome não encontrado
Vitamina C,mg,"3,82","1,53","0,96",BRC0321B,Nome não encontrado
Equivalente de folato,mcg,"12,9","5,18","3,24",BRC0321B,Nome não encontrado
Sal de adição,g,"0,32","0,13","0,08",BRC0321B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0321B,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0321B,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0321B,Nome não encontrado
Proteína animal,g,-,-,-,BRC0321B,Nome não encontrado
